doi,cited_by,resolution_method,article_title,journal,year
10.1039/c0jm02280b,popov2025,crossref_deposited,,J. Mater. Chem.,2010
10.1039/c0jm00363h,popov2025,crossref_deposited,,J. Mater. Chem.,2010
10.1039/c0jm00486c,popov2025,crossref_deposited,,J. Mater. Chem.,2010
10.1039/b923490j,popov2025,crossref_deposited,,J. Mater. Chem.,2010
10.1039/c0jm00696c,popov2025,crossref_deposited,,J. Mater. Chem.,2010
10.1039/c1jm11825k,popov2025,crossref_deposited,,J. Mater. Chem.,2011
10.1039/c1jm12245b,popov2025,crossref_deposited,,J. Mater. Chem.,2011
10.1039/c0jm01099e,popov2025,crossref_deposited,,J. Mater. Chem.,2011
10.1039/c2jm35332f,popov2025,crossref_deposited,,J. Mater. Chem.,2012
10.1039/c2jm16557k,popov2025,crossref_deposited,,J. Mater. Chem.,2012
10.1039/c2jm31391j,popov2025,crossref_deposited,,J. Mater. Chem.,2012
10.1039/c3ta11550j,popov2025,crossref_deposited,,J. Mater. Chem. A,2013
10.1039/c3ta01665j,popov2025,crossref_deposited,,J. Mater. Chem. A,2013
10.1039/c4ta03359k,popov2025,crossref_deposited,,J. Mater. Chem. A,2014
10.1039/c3ta14928e,popov2025,crossref_deposited,,J. Mater. Chem. A,2014
10.1039/c5ta08435k,cremers2019|popov2025,crossref_deposited,Atomically precise growth of sodium titanates as anode materials for high-rate and ultralong cycle-life sodium-ion batteries,J. Mater. Chem. A,2015
10.1039/c5ta00205b,cremers2019,crossref_deposited,Systematic increase of electrocatalytic turnover at nanoporous platinum surfaces prepared by atomic layer deposition,J. Mater. Chem. A,2015
10.1039/c5ta06899a,popov2025,crossref_deposited,,J. Mater. Chem. A,2016
10.1039/c7ta03257a,cremers2019,crossref_deposited,3D porous nanostructured platinum prepared using atomic layer deposition,J. Mater. Chem. A,2017
10.1039/c6ta04179e,cremers2019,crossref_deposited,Plasma-enhanced atomic layer deposition of titanium phosphate as an electrode for lithium-ion batteries,J. Mater. Chem. A,2017
10.1039/c6ta09485f,popov2025,crossref_deposited,,J. Mater. Chem. A,2017
10.1039/c8ta08761j,popov2025,crossref_deposited,,J. Mater. Chem. A,2018
10.1039/d1ta09500e,popov2025,crossref_deposited,,J. Mater. Chem. A,2022
10.1039/c3tc30401a,popov2025,crossref_deposited,,J. Mater. Chem. C,2013
10.1039/c3tc30271g,popov2025,crossref_deposited,,J. Mater. Chem. C,2013
10.1039/c4tc00648h,popov2025,crossref_deposited,,J. Mater. Chem. C,2014
10.1039/c4tc01418a,popov2025,crossref_deposited,,J. Mater. Chem. C,2014
10.1039/c4tc01405g,popov2025,crossref_deposited,,J. Mater. Chem. C,2014
10.1039/c3tc31478b,popov2025,crossref_deposited,,J. Mater. Chem. C,2014
10.1039/c4tc01961j,cremers2019,crossref_deposited,Atomic layer deposition of ruthenium at 100 °C using the RuO4-precursor and H2,J. Mater. Chem. C,2015
10.1039/c4tc02707h,popov2025,crossref_deposited,,J. Mater. Chem. C,2015
10.1039/c5tc03561a,popov2025,crossref_deposited,,J. Mater. Chem. C,2016
10.1039/c5tc03079j,popov2025,crossref_deposited,,J. Mater. Chem. C,2016
10.1039/c7tc02135f,popov2025,crossref_deposited,,J. Mater. Chem. C,2017
10.1039/c8tc01041b,popov2025,crossref_deposited,,J. Mater. Chem. C,2018
10.1039/d0tc01489c,popov2025,crossref_deposited,,J. Mater. Chem. C,2020
10.1039/d1tc04223h,popov2025,crossref_deposited,,J. Mater. Chem. C,2021
10.1039/d0tc05682k,popov2025,crossref_deposited,,J. Mater. Chem. C,2021
10.1039/d1tc00186h,popov2025,crossref_deposited,,J. Mater. Chem. C,2021
10.1039/d2tc03555c,popov2025,crossref_deposited,,J. Mater. Chem. C,2022
10.1557/jmr.2007.0152,cremers2019,crossref_deposited,Properties of ultrathin platinum deposited by atomic layer deposition for nanoscale copper-metallization schemes,J. Mater. Res.,2007
10.1557/jmr.2016.303,popov2025,crossref_deposited,,J. Mater. Res.,2017
10.1557/jmr.2019.337,popov2025,crossref_deposited,,J. Mater. Res.,2020
10.1007/s10853-012-6942-9,popov2025,crossref_deposited,,J. Mater. Sci.,2013
10.1007/s10853-017-1293-1,popov2025,crossref_deposited,,J. Mater. Sci.,2017
10.1007/s10853-018-2695-4,popov2025,crossref_deposited,,J. Mater. Sci.,2018
10.1007/s10853-020-04380-5,popov2025,crossref_deposited,,J. Mater. Sci.,2020
10.1007/s10854-012-0713-x,popov2025,crossref_deposited,,J. Mater. Sci. Mater. Electron.,2012
10.1007/s10854-018-0351-z,popov2025,crossref_deposited,,J. Mater. Sci. Mater. Electron.,2019
10.1016/j.memsci.2012.01.005,cremers2019,crossref_deposited,Modification of ceramic membranes for pore structure tailoring: The atomic layer deposition route,J. Membr. Sci.,2012
10.1155/jnm/2006/64501,cremers2019|popov2025,crossref_deposited,Atomic layer deposition for the conformal coating of nanoporous materials,J. Nanomater.,2006
10.1166/jnn.2006.018,cremers2019,crossref_deposited,Preparation of TaN thin film by H2 plasma assisted atomic layer deposition using tert-butylimino-tris-ethylmethylamino tantalum,J. Nanosci. Nanotechnol.,2006
10.1166/jnn.2016.12270,popov2025,crossref_deposited,,J. Nanosci. Nanotechnol.,2016
10.1166/jnn.2017.14044,popov2025,crossref_deposited,,J. Nanosci. Nanotechnol.,2017
10.1166/jnn.2013.7625,cremers2019,crossref_deposited,Characteristics of junctionless charge trap flash memory for 3D stacked NAND flash,J. Nanosci. Nanotechnology,2013
10.1021/j100828a015,cremers2019,crossref_deposited,Kinetics of hydrogen recombination on surfaces,J. Phys. Chem.,1961
10.1021/jp063620g,cremers2019,crossref_deposited,Heterogeneous uptake of ozone on reactive components of mineral dust aerosol: An environmental aerosol reaction chamber study,J. Phys. Chem. A,2006
10.1021/jp9822081,popov2025,crossref_deposited,,J. Phys. Chem. B,1998
10.1021/jp1030587,cremers2019,crossref_deposited,Atomic layer deposition of aluminum oxide in mesoporous silica gel,J. Phys. Chem. C,2010
10.1021/jp106945n,cremers2019,crossref_deposited,Shrinking core model for Knudsen diffusion-limited atomic layer deposition on a nanoporous monolith with an ultrahigh aspect ratio,J. Phys. Chem. C,2010
10.1021/jp9120244,popov2025,crossref_deposited,,J. Phys. Chem. C,2010
10.1021/jp111314b,cremers2019,crossref_deposited,In situ X-ray fluorescence measurements during atomic layer deposition: nucleation and growth of TiO2,J. Phys. Chem. C,2011
10.1021/jp110203x,cremers2019,crossref_deposited,Atomic layer deposition of Fe2O3 using ferrocene and ozone,J. Phys. Chem. C,2011
10.1021/jp207612r,popov2025,crossref_deposited,,J. Phys. Chem. C,2011
10.1021/jp201873b,popov2025,crossref_deposited,,J. Phys. Chem. C,2011
10.1021/jp202202x,popov2025,crossref_deposited,,J. Phys. Chem. C,2011
10.1021/jp203604j,popov2025,crossref_deposited,,J. Phys. Chem. C,2011
10.1021/jp205222g,popov2025,crossref_deposited,,J. Phys. Chem. C,2012
10.1021/jp403455a,cremers2019,crossref_deposited,Low-temperature atomic layer deposition of platinum using (methylcyclopentadienyl)trimethylplatinum and ozone,J. Phys. Chem. C,2013
10.1021/jp4080652,popov2025,crossref_deposited,,J. Phys. Chem. C,2013
10.1021/jp4063302,popov2025,crossref_deposited,,J. Phys. Chem. C,2013
10.1021/jp504067c,popov2025,crossref_deposited,,J. Phys. Chem. C,2014
10.1021/jp409738f,popov2025,crossref_deposited,,J. Phys. Chem. C,2014
10.1021/jp409399y,popov2025,crossref_deposited,,J. Phys. Chem. C,2014
10.1021/jp5068318,popov2025,crossref_deposited,,J. Phys. Chem. C,2014
10.1021/acs.jpcc.5b02625,popov2025,crossref_deposited,,J. Phys. Chem. C,2015
10.1021/acs.jpcc.6b04461,popov2025,crossref_deposited,,J. Phys. Chem. C,2016
10.1021/acs.jpcc.6b01803,popov2025,crossref_deposited,,J. Phys. Chem. C,2016
10.1021/acs.jpcc.7b05240,popov2025,crossref_deposited,,J. Phys. Chem. C,2017
10.1021/acs.jpcc.6b12629,popov2025,crossref_deposited,,J. Phys. Chem. C,2017
10.1021/acs.jpcc.8b00796,popov2025,crossref_deposited,,J. Phys. Chem. C,2018
10.1021/acs.jpcc.8b03027,popov2025,crossref_deposited,,J. Phys. Chem. C,2018
10.1021/acs.jpcc.9b03039,popov2025,crossref_deposited,,J. Phys. Chem. C,2019
10.1021/acs.jpcc.1c03518,popov2025,crossref_deposited,,J. Phys. Chem. C,2021
10.1021/acs.jpcc.1c06149,popov2025,crossref_deposited,,J. Phys. Chem. C,2021
10.1021/acs.jpcc.1c10412,popov2025,crossref_deposited,,J. Phys. Chem. C,2022
10.1021/acs.jpcc.1c10382,popov2025,crossref_deposited,,J. Phys. Chem. C,2022
10.1021/jp907266c,cremers2019,crossref_deposited,Plasma-Enhanced Atomic Layer Deposition of Anatase TiO2 Using TiCl4,J. Phys. Chem. C Lett.,2009
10.1021/jz300125f,cremers2019,crossref_deposited,The surface chemistry of atomic layer depositions of solid,J. Phys. Chem. Lett.,2012
10.1021/jz502285f,popov2025,crossref_deposited,,J. Phys. Chem. Lett.,2014
10.1088/0022-3727/30/12/006,cremers2019,crossref_deposited,Thickness profiles of thin films caused by secondary reactions in flow-type atomic layer deposition reactors,J. Phys. D: Appl. Phys.,1997
10.1088/0022-3727/42/13/135206,cremers2019,crossref_deposited,Characterization of an N2 flowing microwave post-discharge by OES spectroscopy and determination of absolute ground-state nitrogen atom densities by TALIF,J. Phys. D: Appl. Phys.,2009
10.1088/0953-8984/28/47/475801,popov2025,crossref_deposited,,J. Phys.: Condens. Matter,2016
10.1016/j.jpowsour.2013.09.097,cremers2019,crossref_deposited,Enhanced lithiation and fracture behavior of silicon mesoscale pillars via atomic layer coatings and geometry design,J. Power Sources,2014
10.1016/j.jpowsour.2019.227373,popov2025,crossref_deposited,,J. Power Sources,2020
10.1134/s0022476623030083,popov2025,crossref_deposited,,J. Struct. Chem.,2023
10.1116/1.577226,cremers2019,crossref_deposited,The reaction pathway for the growth of alumina on high surface area alumina and in ultrahigh vacuum by a reaction between trimethyl aluminum and water,J. Vac. Sci. Technol. A,1991
10.1116/1.577508,cremers2019,crossref_deposited,Study of volume and surface processes in low pressure radio frequency plasma reactors by pulsed excitation methods. I. Hydrogen-argon plasma,J. Vac. Sci. Technol. A,1991
10.1116/1.582189,cremers2019,crossref_deposited,Determination of atomic oxygen density with a nickel catalytic probe,J. Vac. Sci. Technol. A,2000
10.1116/1.1600450,cremers2019,crossref_deposited,Thin film deposition with physical vapor deposition and related technologies,J. Vac. Sci. Technol. A,2003
10.1116/1.1524145,cremers2019,crossref_deposited,Fundamental beam studies of radical enhanced atomic layer deposition of TiN,J. Vac. Sci. Technol. A,2003
10.1116/1.2191862,cremers2019,crossref_deposited,Attenuation of hydrogen radicals traveling under flowing gas conditions through tubes of different materials,J. Vac. Sci. Technol. A,2006
10.1116/1.3609974,cremers2019|popov2025,crossref_deposited,"Plasma-assisted atomic layer deposition: Basics, opportunities, and challenges",J. Vac. Sci. Technol. A,2011
10.1116/1.4728205,cremers2019,crossref_deposited,Status and prospects of Al2O3-based surface passivation schemes for silicon solar cells,J. Vac. Sci. Technol. A,2012
10.1116/1.3660699,cremers2019,crossref_deposited,Atomic layer deposition for nanostructured Li-ion batteries,J. Vac. Sci. Technol. A,2012
10.1116/1.3670745,cremers2019,crossref_deposited,Spatial atomic layer deposition: A route towards further industrialization of atomic layer deposition,J. Vac. Sci. Technol. A,2012
10.1116/1.3659699,cremers2019,crossref_deposited,Conformality of remote plasma-enhanced atomic layer deposition processes: An experimental study,J. Vac. Sci. Technol. A,2012
10.1116/1.3666034,cremers2019,crossref_deposited,Hot-wire-assisted atomic layer deposition of a high quality cobalt film using cobaltocene: Elementary reaction analysis on NHx radical formation,J. Vac. Sci. Technol. A,2012
10.1116/1.3670396,cremers2019,crossref_deposited,Simple model for atomic layer deposition precursor reaction and transport in a viscous-flow tubular reactor,J. Vac. Sci. Technol. A,2012
10.1116/1.3664106,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2012
10.1116/1.3643349,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2012
10.1116/1.3662838,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2012
10.1116/1.3670876,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2012
10.1116/1.3664097,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2012
10.1116/1.3666030,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2012
10.1116/1.3669518,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2012
10.1116/1.3664758,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2012
10.1116/1.4772461,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2013
10.1116/1.4764473,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2013
10.1116/1.4769862,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2013
10.1116/1.4769451,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2013
10.1116/1.4893930,cremers2019,crossref_deposited,Superconformal chemical vapor deposition of thin films in deep features,J. Vac. Sci. Technol. A,2014
10.1116/1.4840835,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2014
10.1116/1.4843535,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2014
10.1116/1.4843595,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2014
10.1116/1.4837915,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2014
10.1116/1.4903941,cremers2019,crossref_deposited,Microscopic silicon-based lateral high-aspect-ratio structures for thin film conformality analysis,J. Vac. Sci. Technol. A,2015
10.1116/1.4904398,cremers2019,crossref_deposited,Enhancing the platinum atomic layer deposition infiltration depth inside anodic alumina nanoporous membrane,J. Vac. Sci. Technol. A,2015
10.1116/1.4892385,cremers2019,crossref_deposited,Modeling precursor diffusion and reaction of atomic layer deposition in porous structures,J. Vac. Sci. Technol. A,2015
10.1116/1.4903951,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2015
10.1116/1.4902079,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2015
10.1116/1.4901808,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2015
10.1116/1.4902560,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2015
10.1116/1.4907562,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2015
10.1116/1.4922577,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2015
10.1116/1.4938104,cremers2019,crossref_deposited,Atomic layer deposition on polymer fibers and fabrics for multifunctional and electronic textiles,J. Vac. Sci. Technol. A,2016
10.1116/1.4937728,cremers2019,crossref_deposited,Spatial atomic layer deposition on flexible porous substrates: ZnO on anodic aluminum oxide films and Al2O3 on Li ion battery electrodes,J. Vac. Sci. Technol. A,2016
10.1116/1.4943385,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4936390,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4961385,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4935353,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4933089,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4936389,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4953406,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4959532,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4938078,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4946755,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4935650,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2016
10.1116/1.4971389,cremers2019,crossref_deposited,Review Article: Recommended reading list of early publications on atomic layer deposition-Outcome of the ‘Virtual Project on the History of ALD’,J. Vac. Sci. Technol. A,2017
10.1116/1.4968201,cremers2019,crossref_deposited,Monte Carlo simulations of atomic layer deposition on 3D large surface area structures: Required precursor exposure for pillar- versus hole-type structures,J. Vac. Sci. Technol. A,2017
10.1116/1.4971196,cremers2019,crossref_deposited,Experimental and simulation approach for process optimization of atomic layer deposited thin films in high aspect ratio 3D structures,J. Vac. Sci. Technol. A,2017
10.1116/1.4973350,cremers2019,crossref_deposited,Effect of reactor pressure on the conformal coating inside porous substrates by atomic layer deposition,J. Vac. Sci. Technol. A,2017
10.1116/1.4993597,cremers2019,crossref_deposited,Revisiting the growth mechanism for atomic layer deposition of al2o3: A vibrational sum-frequency generation study,J. Vac. Sci. Technol. A,2017
10.1116/1.4968548,cremers2019,crossref_deposited,Simulation of atomic layer deposition on nanoparticle agglomerates,J. Vac. Sci. Technol. A,2017
10.1116/1.4972469,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2017
10.1116/1.4968202,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2017
10.1116/1.4968193,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2017
10.1116/1.4972776,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2017
10.1116/1.4972209,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2017
10.1116/1.4984279,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2017
10.1116/1.4972554,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2017
10.1116/1.4971989,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2017
10.1116/1.5000587,cremers2019,crossref_deposited,Review article: Catalysts design and synthesis via selective atomic layer deposition,J. Vac. Sci. Technol. A,2018
10.1116/1.5044396,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2018
10.1116/1.5026405,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2018
10.1116/1.5003423,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2018
10.1116/1.5006696,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2018
10.1116/1.5055212,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2018
10.1116/1.5002667,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2018
10.1116/1.5088582,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5093402,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5111969,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5063669,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5066638,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5079661,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5058171,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5059424,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5124100,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5082012,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5080226,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5059695,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5092877,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5079583,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5074153,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5079539,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2019
10.1116/1.5135014,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/6.0000327,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/6.0000589,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/6.0000212,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/6.0000053,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/6.0000314,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/6.0000219,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/1.5130606,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/6.0000166,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/1.5125109,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/1.5134136,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2020
10.1116/6.0000844,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2021
10.1116/6.0001033,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2021
10.1116/6.0000896,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2021
10.1116/6.0000847,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2021
10.1116/6.0000790,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2021
10.1116/6.0001629,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2022
10.1116/6.0001787,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2022
10.1116/6.0002079,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2022
10.1116/6.0002154,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2022
10.1116/6.0001519,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2022
10.1116/6.0001514,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2022
10.1116/6.0002563,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2023
10.1116/6.0003004,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2023
10.1116/6.0002863,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2023
10.1116/6.0002804,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2023
10.1116/6.0002308,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2023
10.1116/6.0002436,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2023
10.1116/6.0002726,popov2025,crossref_deposited,,J. Vac. Sci. Technol. A,2023
10.1116/1.584901,cremers2019,crossref_deposited,A unified line-of-sight model of deposition in rectangular trenches,J. Vac. Sci. Technol. B,1990
10.1116/1.585691,cremers2019,crossref_deposited,Flux distributions in low pressure deposition and etch models,J. Vac. Sci. Technol. B,1991
10.1116/1.1305809,cremers2019,crossref_deposited,Plasma-enhanced atomic layer deposition of Ta and Ti for interconnect diffusion barriers,J. Vac. Sci. Technol. B,2000
10.1116/1.1481754,cremers2019,crossref_deposited,Modeling and simulation of atomic layer deposition at the feature scale,J. Vac. Sci. Technol. B,2002
10.1116/1.3533763,popov2025,crossref_deposited,,J. Vac. Sci. Technol. B,2011
10.1116/1.4964693,popov2025,crossref_deposited,,J. Vac. Sci. Technol. B,2016
10.1116/1.5083692,popov2025,crossref_deposited,,J. Vac. Sci. Technol. B,2019
10.1143/jjap.49.04da14,popov2025,crossref_deposited,,Jpn. J. Appl. Phys.,2010
10.1143/jjap.50.05ea06,popov2025,crossref_deposited,,Jpn. J. Appl. Phys.,2011
10.7567/jjap.57.04fc01,popov2025,crossref_deposited,,Jpn. J. Appl. Phys.,2018
10.1143/jjap.47.2801,cremers2019,crossref_deposited,Tungsten through-silicon via technology for three-dimensional LSIs,"Jpn. J. Appl. Phys., Part 1",2008
10.7567/jjap.57.06jb03,cremers2019,crossref_deposited,Multiscale modeling for SiO2 atomic layer deposition for high-aspect-ratio hole patterns,"Jpn. J. Appl. Phys., Part 1",2018
10.1143/jjap.35.l126,cremers2019,crossref_deposited,Fabrication of gold nanodot array using anodic porous alumina as an evaporation mask,"Jpn. J. Appl. Phys., Part 2",1996
10.1007/s11814-016-0319-8,popov2025,crossref_deposited,,Korean J. Chem. Eng.,2016
10.1021/la9916981,cremers2019,crossref_deposited,Atomic layer deposition of SiO2 and TiO2 in alumina tubular membranes: Pore reduction and effect of surface species on gas transport,Langmuir,2000
10.1021/la300045z,cremers2019,crossref_deposited,In situ monitoring of atomic layer deposition in nanoporous thin films using ellipsometric porosimetry,Langmuir,2012
10.1021/la305027k,popov2025,crossref_deposited,,Langmuir,2013
10.1021/la500893u,popov2025,crossref_deposited,,Langmuir,2014
10.1021/acs.langmuir.6b03007,cremers2019,crossref_deposited,Nucleation and conformality of iridium and iridium oxide thin films grown by atomic layer deposition,Langmuir,2016
10.1021/acs.langmuir.6b03119,cremers2019,crossref_deposited,Atomic layer deposition for coating of high aspect ratio TiO2 nanotube layers,Langmuir,2016
10.1021/acs.langmuir.7b00716,popov2025,crossref_deposited,,Langmuir,2017
10.1557/mrs.2011.239,cremers2019,crossref_deposited,"Advanced process technologies: Plasma, direct-write, atmospheric pressure, and roll-to-roll ALD",MRS Bull.,2011
10.1039/c6qm00291a,popov2025,crossref_deposited,,Mater. Chem. Front.,2017
10.1016/j.matchemphys.2013.03.038,popov2025,crossref_deposited,,Mater. Chem. Phys.,2013
10.1016/j.matchemphys.2023.128037,popov2025,crossref_deposited,,Mater. Chem. Phys.,2023
10.1039/c3mh00136a,cremers2019,crossref_deposited,Spatial atmospheric atomic layer deposition: A new laboratory and industrial tool for low-cost photovoltaics,Mater. Horiz.,2014
10.1016/j.matlet.2004.09.030,cremers2019,crossref_deposited,"Low-impurity, highly conformal atomic layer deposition of titanium nitride using NH3-Ar-H2 plasma treatment for capacitor electrodes",Mater. Lett.,2005
10.1016/j.matlet.2011.04.067,popov2025,crossref_deposited,,Mater. Lett.,2011
10.1016/j.matlet.2012.07.081,cremers2019,crossref_deposited,Highly ordered and well aligned TiN nanotube arrays fabricated via template-assisted atomic layer deposition,Mater. Lett.,2012
10.1016/j.matlet.2020.129220,popov2025,crossref_deposited,,Mater. Lett.,2021
10.1016/j.matlet.2021.131605,popov2025,crossref_deposited,,Mater. Lett.,2022
10.1016/j.mssp.2016.06.015,popov2025,crossref_deposited,,Mater. Sci. Semicond. Process.,2016
10.1016/j.mssp.2019.05.028,popov2025,crossref_deposited,,Mater. Sci. Semicond. Process.,2019
10.1016/j.mssp.2022.107258,popov2025,crossref_deposited,,Mater. Sci. Semicond. Process.,2023
10.1016/j.mattod.2014.04.026,cremers2019,crossref_deposited,A brief review of atomic layer deposition: From fundamentals to applications,Mater. Today,2014
10.1016/j.mtchem.2018.08.006,popov2025,crossref_deposited,,Mater. Today Chem.,2018
10.1016/j.mtchem.2018.04.005,popov2025,crossref_deposited,,Mater. Today Chem.,2018
10.1016/j.mtchem.2023.101650,popov2025,crossref_deposited,,Mater. Today Chem.,2023
10.3390/ma12091429,popov2025,crossref_deposited,,Materials,2019
10.3390/ma13010024,popov2025,crossref_deposited,,Materials,2019
10.3390/ma13010093,popov2025,crossref_deposited,,Materials,2019
10.3390/ma14205966,popov2025,crossref_deposited,,Materials,2021
10.1016/j.matt.2019.12.026,popov2025,crossref_deposited,,Matter,2020
10.1016/j.mee.2009.11.163,cremers2019,crossref_deposited,Preparation of Ru thin film layer on Si and TaN/Si as diffusion barrier by plasma enhanced atomic layer deposition,Microelectron. Eng.,2010
10.1016/j.mee.2010.06.043,popov2025,crossref_deposited,,Microelectron. Eng.,2011
10.1016/j.mee.2011.03.135,popov2025,crossref_deposited,,Microelectron. Eng.,2011
10.1016/j.mee.2013.01.031,cremers2019,crossref_deposited,Atomic layer deposition for high aspect ratio through silicon vias,Microelectron. Eng.,2013
10.1016/j.mee.2013.03.084,popov2025,crossref_deposited,,Microelectron. Eng.,2013
10.1016/j.mee.2013.06.010,cremers2019,crossref_deposited,Deep reactive ion etching of sub-micrometer trenches with ultra high aspect ratio,Microelectron. Eng.,2014
10.1016/j.mee.2015.02.026,popov2025,crossref_deposited,,Microelectron. Eng.,2015
