review,ref_index,doi,resolution_method,match_score,article_title,journal,year,unstructured
popov2025,299,10.1002/admi.202102035,crossref_deposited,,,Adv. Mater. Interfaces,2022,
popov2025,300,10.1039/c4dt01930j,crossref_deposited,,,Dalton Trans.,2014,
popov2025,301,10.1116/1.4953406,crossref_deposited,,,J. Vac. Sci. Technol. A,2016,
popov2025,302,10.1039/d1dt03960a,crossref_deposited,,,Dalton Trans.,2022,
popov2025,303,10.1039/d1dt03736f,crossref_deposited,,,Dalton Trans.,2022,
popov2025,304,10.1016/j.apsusc.2010.03.049,crossref_deposited,,,Appl. Surf. Sci.,2010,
popov2025,305,10.1016/j.tsf.2018.06.011,crossref_deposited,,,Thin Solid Films,2018,
popov2025,306,10.3390/coatings13050870,crossref_deposited,,,Coatings,2023,
popov2025,307,10.1021/jp205222g,crossref_deposited,,,J. Phys. Chem. C,2012,
popov2025,308,10.1007/s11664-012-1960-6,crossref_deposited,,,J. Electron. Mater.,2012,
popov2025,309,10.1016/j.tsf.2013.10.139,crossref_deposited,,,Thin Solid Films,2014,
popov2025,310,10.1002/cvde.201407112,crossref_deposited,,,Chem. Vap. Deposition,2014,
popov2025,311,10.1021/acs.chemmater.7b05005,crossref_deposited,,,Chem. Mater.,2018,
popov2025,312,10.1038/s41467-020-16654-2,crossref_deposited,,,Nat. Commun.,2020,
popov2025,313,10.1039/c5dt00436e,crossref_deposited,,,Dalton Trans.,2015,
popov2025,314,10.1039/c8cc04998j,crossref_deposited,,,Chem. Commun.,2018,
popov2025,315,10.1063/1.4883767,crossref_deposited,,,J. Appl. Phys.,2014,
popov2025,316,10.1039/b923490j,crossref_deposited,,,J. Mater. Chem.,2010,
popov2025,317,10.1039/c4ta03359k,crossref_deposited,,,J. Mater. Chem. A,2014,
popov2025,318,10.1116/1.4972209,crossref_deposited,,,J. Vac. Sci. Technol. A,2017,
popov2025,319,10.1039/c7ra07722j,crossref_deposited,,,RSC Adv.,2017,
popov2025,320,10.1021/nn505480w,crossref_deposited,,,ACS Nano,2014,
popov2025,321,10.1039/c2ra20731a,crossref_deposited,,,RSC Adv.,2012,
popov2025,322,10.1002/smll.202102635,crossref_deposited,,,Small,2021,
popov2025,323,10.1021/acsnano.7b02561,crossref_deposited,,,ACS Nano,2017,
popov2025,324,10.1021/cm200899k,crossref_deposited,,,Chem. Mater.,2011,
popov2025,325,10.1039/c3ta14928e,crossref_deposited,,,J. Mater. Chem. A,2014,
popov2025,326,10.1002/celc.201600139,crossref_deposited,,,ChemElectroChem,2016,
popov2025,327,10.1039/c8ta08761j,crossref_deposited,,,J. Mater. Chem. A,2018,
popov2025,328,10.1116/6.0002863,crossref_deposited,,,J. Vac. Sci. Technol. A,2023,
popov2025,329,10.1021/acs.chemmater.7b01358,crossref_deposited,,,Chem. Mater.,2017,
popov2025,330,10.1021/cm400046w,crossref_deposited,,,Chem. Mater.,2013,
popov2025,331,10.1002/cvde.201207026,crossref_deposited,,,Chem. Vap. Deposition,2013,
popov2025,332,,unresolved,44.2,,,,"Y.
            Lee
          , D. M.Piper, A. S.Cavanagh, M. J.Young, S.-H.Lee, and S. M.George, chemRxiv:5459653.v1 (2017)."
popov2025,333,10.1021/acsami.8b04573,crossref_deposited,,,ACS Appl. Mater. Interfaces,2018,
popov2025,334,10.3390/inorganics6020046,crossref_deposited,,,Inorganics,2018,
popov2025,335,10.1116/6.0000314,crossref_deposited,,,J. Vac. Sci. Technol. A,2020,
popov2025,336,10.1016/j.jpowsour.2019.227373,crossref_deposited,,,J. Power Sources,2020,
popov2025,337,10.1002/adma.201401805,crossref_deposited,,,Adv. Mater.,2014,
popov2025,338,10.1021/acs.chemmater.7b00944,crossref_deposited,,,Chem. Mater.,2017,
popov2025,339,10.1021/jp409399y,crossref_deposited,,,J. Phys. Chem. C,2014,
popov2025,340,10.1021/acs.jpcc.9b03039,crossref_deposited,,,J. Phys. Chem. C,2019,
popov2025,341,10.1039/c3tc30271g,crossref_deposited,,,J. Mater. Chem. C,2013,
popov2025,342,10.1021/acsami.7b13467,crossref_deposited,,,ACS Appl. Mater. Interfaces,2018,
popov2025,343,10.1149/2.052203jes,crossref_deposited,,,J. Electrochem. Soc.,2012,
popov2025,344,10.1021/acs.chemmater.5b01654,crossref_deposited,,,Chem. Mater.,2015,
popov2025,345,10.1039/d1ta09500e,crossref_deposited,,,J. Mater. Chem. A,2022,
popov2025,346,10.1021/acs.chemmater.5b02199,crossref_deposited,,,Chem. Mater.,2015,
popov2025,347,10.1149/2.0371613jes,crossref_deposited,,,J. Electrochem. Soc.,2016,
popov2025,348,10.1021/acs.chemmater.7b00805,crossref_deposited,,,Chem. Mater.,2017,
popov2025,349,10.1116/1.3643349,crossref_deposited,,,J. Vac. Sci. Technol. A,2012,
popov2025,350,10.1021/acsami.7b07113,crossref_deposited,,,ACS Appl. Mater. Interfaces,2017,
popov2025,351,10.1021/jp4063302,crossref_deposited,,,J. Phys. Chem. C,2013,
popov2025,352,10.1039/c3ra40745d,crossref_deposited,,,RSC Adv.,2013,
popov2025,353,10.1039/d1dt03600a,crossref_deposited,,,Dalton Trans.,2022,
popov2025,354,10.1116/1.3662838,crossref_deposited,,,J. Vac. Sci. Technol. A,2012,
popov2025,355,10.1149/1.3567622,crossref_deposited,,,ECS Trans.,2011,
popov2025,356,10.1021/cm103480d,crossref_deposited,,,Chem. Mater.,2011,
popov2025,357,10.1021/acs.nanolett.6b03638,crossref_deposited,,,Nano Lett.,2016,
popov2025,358,10.1116/1.4901808,crossref_deposited,,,J. Vac. Sci. Technol. A,2015,
popov2025,359,10.1039/d1tc04223h,crossref_deposited,,,J. Mater. Chem. C,2021,
popov2025,360,10.1021/acsami.6b04529,crossref_deposited,,,ACS Appl. Mater. Interfaces,2016,
popov2025,361,10.1021/cm102003y,crossref_deposited,,,Chem. Mater.,2010,
popov2025,362,10.1039/c6dt03040h,crossref_deposited,,,Dalton Trans.,2016,
popov2025,363,10.1016/j.apsusc.2019.04.262,crossref_deposited,,,Appl. Surf. Sci.,2019,
popov2025,364,,unresolved,42.0,,ACS Appl. Mater. Interfaces,2016,
popov2025,365,10.1021/cm101673u,crossref_deposited,,,Chem. Mater.,2011,
popov2025,366,10.3390/coatings13061070,crossref_deposited,,,Coatings,2023,
popov2025,367,10.1116/6.0002804,crossref_deposited,,,J. Vac. Sci. Technol. A,2023,
popov2025,368,10.1116/6.0002308,crossref_deposited,,,J. Vac. Sci. Technol. A,2023,
popov2025,369,10.1021/am500285d,crossref_deposited,,,ACS Appl. Mater. Interfaces,2014,
popov2025,370,10.1116/6.0002154,crossref_deposited,,,J. Vac. Sci. Technol. A,2022,
popov2025,371,10.1039/c0jm01099e,crossref_deposited,,,J. Mater. Chem.,2011,
popov2025,372,10.1116/1.4843595,crossref_deposited,,,J. Vac. Sci. Technol. A,2014,
popov2025,373,10.1021/acs.chemmater.6b00248,crossref_deposited,,,Chem. Mater.,2016,
popov2025,374,10.1116/1.4959532,crossref_deposited,,,J. Vac. Sci. Technol. A,2016,
popov2025,375,10.1021/acs.chemmater.6b03423,crossref_deposited,,,Chem. Mater.,2016,
popov2025,376,10.1039/c6dt03952a,crossref_deposited,,,Dalton Trans.,2017,
popov2025,377,10.1021/acs.chemmater.8b01171,crossref_deposited,,,Chem. Mater.,2018,
popov2025,378,10.1021/acs.chemmater.8b04129,crossref_deposited,,,Chem. Mater.,2018,
popov2025,379,10.1016/j.mtchem.2018.04.005,crossref_deposited,,,Mater. Today Chem.,2018,
popov2025,380,10.1116/6.0002436,crossref_deposited,,,J. Vac. Sci. Technol. A,2023,
popov2025,381,10.1016/j.ceramint.2022.10.047,crossref_deposited,,,Ceram. Int.,2023,
popov2025,382,10.1116/6.0000219,crossref_deposited,,,J. Vac. Sci. Technol. A,2020,
popov2025,383,10.1134/s0036024422100181,crossref_deposited,,,Russ. J. Phys. Chem. A,2022,
popov2025,384,10.1116/1.5130606,crossref_deposited,,,J. Vac. Sci. Technol. A,2020,
popov2025,385,10.3390/applnano4010003,crossref_deposited,,,Appl. Nano,2023,
popov2025,386,10.1039/c4nr04816d,crossref_deposited,,,Nanoscale,2014,
popov2025,387,10.1016/j.electacta.2014.09.077,crossref_deposited,,,Electrochim. Acta,2014,
popov2025,388,10.1039/c4nr02451f,crossref_deposited,,,Nanoscale,2014,
popov2025,389,10.1002/adma.201703031,crossref_deposited,,,Adv. Mater.,2017,
popov2025,390,10.1088/2053-1583/aa9ea5,crossref_deposited,,,2D Mater.,2017,
popov2025,391,10.1039/c6nr06021h,crossref_deposited,,,Nanoscale,2017,
popov2025,392,10.1002/anie.201611838,crossref_deposited,,,Angew. Chem. Int. Ed.,2017,
popov2025,393,10.1002/admi.201700123,crossref_deposited,,,Adv. Mater. Interfaces,2017,
popov2025,394,10.1116/1.5003423,crossref_deposited,,,J. Vac. Sci. Technol. A,2018,
popov2025,395,10.1116/1.5059424,crossref_deposited,,,J. Vac. Sci. Technol. A,2019,
popov2025,396,10.1016/j.flatc.2019.100130,crossref_deposited,,,FlatChem,2019,
popov2025,397,10.1002/pssr.201900018,crossref_deposited,,,Phys. Status Solidi (RRL),2019,
popov2025,398,10.1002/admi.202200643,crossref_deposited,,,Adv. Mater. Interfaces,2022,
popov2025,399,10.1002/pssr.201800023,crossref_deposited,,,Phys. Status Solidi (RRL),2018,
popov2025,400,10.1002/cplu.202000108,crossref_deposited,,,ChemPlusChem,2020,
popov2025,401,10.1016/j.flatc.2020.100166,crossref_deposited,,,FlatChem,2020,
popov2025,402,10.1039/d0ra10239c,crossref_deposited,,,RSC Adv.,2021,
popov2025,403,10.1002/admi.201701146,crossref_deposited,,,Adv. Mater. Interfaces,2018,
popov2025,404,10.1016/j.apmt.2021.101017,crossref_deposited,,,Appl. Mater. Today,2021,
popov2025,405,10.1116/6.0000847,crossref_deposited,,,J. Vac. Sci. Technol. A,2021,
popov2025,406,10.1039/d1dt03479k,crossref_deposited,,,Dalton Trans.,2021,
popov2025,407,10.1021/acsami.0c03578,crossref_deposited,,,ACS Appl. Mater. Interfaces,2020,
popov2025,408,10.1039/c5ta08435k,crossref_deposited,,,J. Mater. Chem. A,2015,
popov2025,409,10.1116/6.0000166,crossref_deposited,,,J. Vac. Sci. Technol. A,2020,
popov2025,410,10.1021/cm2026812,crossref_deposited,,,Chem. Mater.,2012,
popov2025,411,10.1116/1.5124100,crossref_deposited,,,J. Vac. Sci. Technol. A,2019,
popov2025,412,10.1088/1361-6528/ab6fd6,crossref_deposited,,,Nanotechnology,2020,
popov2025,413,10.1016/j.matlet.2020.129220,crossref_deposited,,,Mater. Lett.,2021,
popov2025,414,10.1016/j.matlet.2011.04.067,crossref_deposited,,,Mater. Lett.,2011,
popov2025,415,10.1021/jp207612r,crossref_deposited,,,J. Phys. Chem. C,2011,
popov2025,416,10.1021/jp201873b,crossref_deposited,,,J. Phys. Chem. C,2011,
popov2025,417,10.1021/nl303101n,crossref_deposited,,,Nano Lett.,2012,
popov2025,418,10.1021/acsanm.0c02820,crossref_deposited,,,ACS Appl. Nano Mater.,2021,
popov2025,419,10.1149/2.023201jss,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2012,
popov2025,420,10.1149/1.3633673,crossref_deposited,,,ECS Trans.,2011,
popov2025,421,10.1021/acsaelm.1c00030,crossref_deposited,,,ACS Appl. Electron. Mater.,2021,
popov2025,422,10.1149/1.3504196,crossref_deposited,,,J. Electrochem. Soc.,2011,
popov2025,423,10.1021/jp5068318,crossref_deposited,,,J. Phys. Chem. C,2014,
popov2025,424,10.1021/acsami.8b03074,crossref_deposited,,,ACS Appl. Mater. Interfaces,2018,
popov2025,425,10.1039/c8nr08040b,crossref_deposited,,,Nanoscale,2019,
popov2025,426,10.1021/acsomega.9b01003,crossref_deposited,,,ACS Omega,2019,
popov2025,427,10.1039/d2dt01347a,crossref_deposited,,,Dalton Trans.,2022,
popov2025,428,10.1021/acs.chemmater.9b01877,crossref_deposited,,,Chem. Mater.,2019,
popov2025,429,10.1002/pssa.201900058,crossref_deposited,,,Phys. Status Solidi A,2019,
popov2025,430,10.1039/c7dt00512a,crossref_deposited,,,Dalton Trans.,2017,
popov2025,431,10.1016/j.inoche.2022.109235,crossref_deposited,,,Inorg. Chem. Commun.,2022,
popov2025,432,10.1116/1.5082012,crossref_deposited,,,J. Vac. Sci. Technol. A,2019,
popov2025,433,10.1016/j.jcat.2020.09.035,crossref_deposited,,,J. Catal.,2021,
popov2025,434,10.1002/cvde.201106949,crossref_deposited,,,Chem. Vap. Deposition,2012,
popov2025,435,10.1016/j.surfcoat.2016.08.074,crossref_deposited,,,Surf. Coat. Technol.,2016,
popov2025,436,10.1063/1.5056223,crossref_deposited,,,Appl. Phys. Lett.,2018,
popov2025,437,10.1016/j.apsusc.2019.03.071,crossref_deposited,,,Appl. Surf. Sci.,2019,
popov2025,438,10.1021/acsami.9b08926,crossref_deposited,,,ACS Appl. Mater. Interfaces,2019,
popov2025,439,10.1021/acsaem.9b02507,crossref_deposited,,,ACS Appl. Energy Mater.,2020,
popov2025,440,10.1116/1.4938078,crossref_deposited,,,J. Vac. Sci. Technol. A,2016,
popov2025,441,10.1021/acsaelm.1c00145,crossref_deposited,,,ACS Appl. Electron. Mater.,2021,
popov2025,442,10.1021/acs.chemmater.5b04645,crossref_deposited,,,Chem. Mater.,2016,
popov2025,443,10.1021/acsami.8b00813,crossref_deposited,,,ACS Appl. Mater. Interfaces,2018,
popov2025,444,10.1021/acs.chemmater.0c02505,crossref_deposited,,,Chem. Mater.,2020,
popov2025,445,10.1016/j.apsusc.2014.05.092,crossref_deposited,,,Appl. Surf. Sci.,2014,
popov2025,446,10.1021/cm201795s,crossref_deposited,,,Chem. Mater.,2012,
popov2025,447,10.1039/d2dt02216h,crossref_deposited,,,Dalton Trans.,2022,
popov2025,448,10.1111/jace.17521,crossref_deposited,,,J. Am. Ceram. Soc.,2021,
popov2025,449,10.1021/acs.chemmater.8b04969,crossref_deposited,,,Chem. Mater.,2019,
popov2025,450,10.1021/acs.chemmater.1c03093,crossref_deposited,,,Chem. Mater.,2022,
popov2025,451,10.1021/acs.chemmater.0c01887,crossref_deposited,,,Chem. Mater.,2020,
popov2025,452,10.1149/2.014406jss,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2014,
popov2025,453,10.1116/1.5080226,crossref_deposited,,,J. Vac. Sci. Technol. A,2019,
popov2025,454,10.1063/1.3596574,crossref_deposited,,,J. Appl. Phys.,2011,
popov2025,455,10.1021/cm100061n,crossref_deposited,,,Chem. Mater.,2010,
popov2025,456,10.1016/j.tsf.2013.01.091,crossref_deposited,,,Thin Solid Films,2013,
popov2025,457,10.1016/j.tsf.2021.138955,crossref_deposited,,,Thin Solid Films,2021,
popov2025,458,10.1021/acsanm.9b02153,crossref_deposited,,,ACS Appl. Nano Mater.,2019,
popov2025,459,10.1143/jjap.49.04da14,crossref_deposited,,,Jpn. J. Appl. Phys.,2010,
popov2025,460,10.1016/j.jallcom.2021.159100,crossref_deposited,,,J. Alloys Compd.,2021,
popov2025,461,10.1039/c3ta01665j,crossref_deposited,,,J. Mater. Chem. A,2013,
popov2025,462,10.1038/am.2016.182,crossref_deposited,,,NPG Asia Mater.,2016,
popov2025,463,10.1021/acs.chemmater.9b00675,crossref_deposited,,,Chem. Mater.,2019,
popov2025,464,10.1016/j.cej.2022.136123,crossref_deposited,,,Chem. Eng. J.,2022,
popov2025,465,10.1039/c7dt03753h,crossref_deposited,,,Dalton Trans.,2017,
popov2025,466,10.1002/anie.201806985,crossref_deposited,,,Angew. Chem. Int. Ed.,2018,
popov2025,467,10.1021/acsami.7b12303,crossref_deposited,,,ACS Appl. Mater. Interfaces,2017,
popov2025,468,10.1039/d1dt03454e,crossref_deposited,,,Dalton Trans.,2021,
popov2025,469,10.1002/adma.201703622,crossref_deposited,,,Adv. Mater.,2018,
popov2025,470,10.1039/d1ra03942c,crossref_deposited,,,RSC Adv.,2021,
popov2025,471,10.1016/j.jcrysgro.2010.03.033,crossref_deposited,,,J. Cryst. Growth,2010,
popov2025,472,10.1149/1.3251285,crossref_deposited,,,J. Electrochem. Soc.,2010,
popov2025,473,10.1149/1.3533387,crossref_deposited,,,J. Electrochem. Soc.,2011,
popov2025,474,10.1149/1.3575163,crossref_deposited,,,J. Electrochem. Soc.,2011,
popov2025,475,10.1039/c2jm35332f,crossref_deposited,,,J. Mater. Chem.,2012,
popov2025,476,10.1149/2.001303jss,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2013,
popov2025,477,10.1149/2.069206jes,crossref_deposited,,,J. Electrochem. Soc.,2012,
popov2025,478,10.1016/j.tsf.2011.11.088,crossref_deposited,,,Thin Solid Films,2012,
popov2025,479,10.1063/1.4766747,crossref_deposited,,,J. Appl. Phys.,2012,
popov2025,480,10.1016/j.tsf.2013.03.074,crossref_deposited,,,Thin Solid Films,2013,
popov2025,481,10.1116/1.4902560,crossref_deposited,,,J. Vac. Sci. Technol. A,2015,
popov2025,482,10.1021/cm5035485,crossref_deposited,,,Chem. Mater.,2014,
popov2025,483,10.1021/acs.chemmater.5b00818,crossref_deposited,,,Chem. Mater.,2015,
popov2025,484,10.1016/j.mee.2015.02.026,crossref_deposited,,,Microelectron. Eng.,2015,
popov2025,485,10.1116/1.4946755,crossref_deposited,,,J. Vac. Sci. Technol. A,2016,
popov2025,486,10.1016/j.tsf.2016.05.048,crossref_deposited,,,Thin Solid Films,2016,
popov2025,487,10.1021/acs.chemmater.6b04251,crossref_deposited,,,Chem. Mater.,2017,
popov2025,488,10.1016/j.apsusc.2019.05.242,crossref_deposited,,,Appl. Surf. Sci.,2019,
popov2025,489,10.1021/acs.chemmater.8b04456,crossref_deposited,,,Chem. Mater.,2019,
popov2025,490,10.1116/1.5125109,crossref_deposited,,,J. Vac. Sci. Technol. A,2020,
popov2025,491,10.1021/acs.chemmater.9b00193,crossref_deposited,,,Chem. Mater.,2019,
popov2025,492,10.1039/d0tc01489c,crossref_deposited,,,J. Mater. Chem. C,2020,
popov2025,493,10.1016/j.apsusc.2019.144804,crossref_deposited,,,Appl. Surf. Sci.,2020,
popov2025,494,10.1039/d0tc05682k,crossref_deposited,,,J. Mater. Chem. C,2021,
popov2025,495,10.1021/acs.chemmater.1c01054,crossref_deposited,,,Chem. Mater.,2021,
popov2025,496,10.1021/acs.chemmater.0c04496,crossref_deposited,,,Chem. Mater.,2021,
popov2025,497,10.1016/j.mssp.2022.107258,crossref_deposited,,,Mater. Sci. Semicond. Process.,2023,
popov2025,498,10.1002/admi.202202445,crossref_deposited,,,Adv. Mater. Interfaces,2023,
popov2025,499,10.1149/1.3556980,crossref_deposited,,,Electrochem. Solid-State Lett.,2011,
popov2025,500,10.1039/d1dt03543f,crossref_deposited,,,Dalton Trans.,2022,
popov2025,501,10.1016/j.tsf.2009.12.063,crossref_deposited,,,Thin Solid Films,2010,
popov2025,502,10.1016/j.jallcom.2014.04.186,crossref_deposited,,,J. Alloys Compd.,2014,
popov2025,503,10.1002/adfm.202206667,crossref_deposited,,,Adv. Funct. Mater.,2022,
popov2025,504,10.1021/acs.chemmater.2c02292,crossref_deposited,,,Chem. Mater.,2022,
popov2025,505,10.3390/coatings12010101,crossref_deposited,,,Coatings,2022,
popov2025,506,10.1021/acs.chemmater.1c04411,crossref_deposited,,,Chem. Mater.,2022,
popov2025,507,10.1016/j.mtchem.2023.101650,crossref_deposited,,,Mater. Today Chem.,2023,
popov2025,508,10.1021/acs.chemmater.9b02085,crossref_deposited,,,Chem. Mater.,2019,
popov2025,509,10.1149/1.3633675,crossref_deposited,,,ECS Trans.,2011,
popov2025,510,10.1166/jnn.2016.12270,crossref_deposited,,,J. Nanosci. Nanotechnol.,2016,
popov2025,511,10.1002/aelm.202101334,crossref_deposited,,,Adv. Electron. Mater.,2022,
popov2025,512,10.3390/coatings13030641,crossref_deposited,,,Coatings,2023,
popov2025,513,10.1016/j.mssp.2016.06.015,crossref_deposited,,,Mater. Sci. Semicond. Process.,2016,
popov2025,514,10.1116/1.5059695,crossref_deposited,,,J. Vac. Sci. Technol. A,2019,
popov2025,515,10.1116/1.5006696,crossref_deposited,,,J. Vac. Sci. Technol. A,2018,
popov2025,516,10.1016/j.tsf.2015.01.045,crossref_deposited,,,Thin Solid Films,2015,
popov2025,517,10.1016/j.apsusc.2021.150603,crossref_deposited,,,Appl. Surf. Sci.,2021,
popov2025,518,10.1039/c0jm00696c,crossref_deposited,,,J. Mater. Chem.,2010,
popov2025,519,10.1016/j.apsusc.2010.07.051,crossref_deposited,,,Appl. Surf. Sci.,2010,
popov2025,520,10.1021/acs.jpcc.6b01803,crossref_deposited,,,J. Phys. Chem. C,2016,
popov2025,521,10.1016/j.ceramint.2016.10.186,crossref_deposited,,,Ceram. Int.,2017,
popov2025,522,10.1021/acs.chemmater.9b01107,crossref_deposited,,,Chem. Mater.,2019,
popov2025,523,10.1039/d0ra01602k,crossref_deposited,,,RSC Adv.,2020,
popov2025,524,10.1116/6.0001519,crossref_deposited,,,J. Vac. Sci. Technol. A,2022,
popov2025,525,10.1039/d2tc03555c,crossref_deposited,,,J. Mater. Chem. C,2022,
popov2025,526,10.1116/6.0002726,crossref_deposited,,,J. Vac. Sci. Technol. A,2023,
popov2025,527,10.1063/5.0028991,crossref_deposited,,,J. Appl. Phys.,2021,
popov2025,528,10.1116/1.5055212,crossref_deposited,,,J. Vac. Sci. Technol. A,2018,
popov2025,529,10.1021/jp202202x,crossref_deposited,,,J. Phys. Chem. C,2011,
popov2025,530,10.1149/2162-8777/ac6d74,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2022,
popov2025,531,10.1116/1.5092877,crossref_deposited,,,J. Vac. Sci. Technol. A,2019,
popov2025,532,10.1063/1.5098766,crossref_deposited,,,Appl. Phys. Lett.,2019,
popov2025,533,10.1021/acsami.9b15790,crossref_deposited,,,ACS Appl. Mater. Interfaces,2019,
popov2025,534,10.1021/cm503112v,crossref_deposited,,,Chem. Mater.,2014,
popov2025,535,10.1116/1.4984279,crossref_deposited,,,J. Vac. Sci. Technol. A,2017,
popov2025,536,10.1021/acsami.8b12251,crossref_deposited,,,ACS Appl. Mater. Interfaces,2018,
popov2025,537,10.1016/j.ceramint.2018.09.263,crossref_deposited,,,Ceram. Int.,2019,
popov2025,538,10.1016/j.apsusc.2020.148758,crossref_deposited,,,Appl. Surf. Sci.,2021,
popov2025,539,10.1039/d2dt02562k,crossref_deposited,,,Dalton Trans.,2022,
popov2025,540,10.1002/admi.202101278,crossref_deposited,,,Adv. Mater. Interfaces,2022,
popov2025,541,10.1002/adfm.201001572,crossref_deposited,,,Adv. Funct. Mater.,2011,
popov2025,542,10.1021/cm1011108,crossref_deposited,,,Chem. Mater.,2010,
popov2025,543,10.1039/c2jm16557k,crossref_deposited,,,J. Mater. Chem.,2012,
popov2025,544,10.1116/1.4837915,crossref_deposited,,,J. Vac. Sci. Technol. A,2014,
popov2025,545,10.1016/j.apsusc.2014.09.054,crossref_deposited,,,Appl. Surf. Sci.,2014,
popov2025,546,10.1116/1.4907562,crossref_deposited,,,J. Vac. Sci. Technol. A,2015,
popov2025,547,10.1116/1.4972554,crossref_deposited,,,J. Vac. Sci. Technol. A,2017,
popov2025,548,10.1021/acs.langmuir.7b00716,crossref_deposited,,,Langmuir,2017,
popov2025,549,10.1039/d2dt01427k,crossref_deposited,,,Dalton Trans.,2022,
popov2025,550,10.3762/bjnano.14.89,crossref_deposited,,,Beilstein J. Nanotechnol.,2023,
popov2025,551,10.1116/1.4922577,crossref_deposited,,,J. Vac. Sci. Technol. A,2015,
popov2025,552,10.1016/j.ceramint.2019.10.254,crossref_deposited,,,Ceram. Int.,2020,
popov2025,553,10.1021/jp9120244,crossref_deposited,,,J. Phys. Chem. C,2010,
popov2025,554,10.1002/aenm.201100330,crossref_deposited,,,Adv. Energy Mater.,2011,
popov2025,555,10.1021/am401127s,crossref_deposited,,,ACS Appl. Mater. Interfaces,2013,
popov2025,556,10.1021/acs.chemmater.7b01856,crossref_deposited,,,Chem. Mater.,2017,
popov2025,557,10.1021/acsami.9b16933,crossref_deposited,,,ACS Appl. Mater. Interfaces,2019,
popov2025,558,10.1016/j.apsusc.2021.150152,crossref_deposited,,,Appl. Surf. Sci.,2021,
popov2025,559,10.1002/smll.201800547,crossref_deposited,,,Small,2018,
popov2025,560,10.1016/j.apsusc.2023.156517,crossref_deposited,,,Appl. Surf. Sci.,2023,
popov2025,561,10.1039/d1dt03487a,crossref_deposited,,,Dalton Trans.,2022,
popov2025,562,10.1021/acs.cgd.0c00457,crossref_deposited,,,Cryst. Growth Des.,2020,
popov2025,563,10.1116/1.4935650,crossref_deposited,,,J. Vac. Sci. Technol. A,2016,
popov2025,564,10.1116/1.5134136,crossref_deposited,,,J. Vac. Sci. Technol. A,2020,
popov2025,565,10.1021/acs.jpcc.1c10412,crossref_deposited,,,J. Phys. Chem. C,2022,
popov2025,566,10.1002/cvde.201006890,crossref_deposited,,,Chem. Vap. Deposition,2011,
popov2025,567,10.1149/1.3244213,crossref_deposited,,,J. Electrochem. Soc.,2010,
popov2025,568,10.1016/j.apsusc.2014.09.131,crossref_deposited,,,Appl. Surf. Sci.,2014,
popov2025,569,10.1021/acs.chemmater.5b00843,crossref_deposited,,,Chem. Mater.,2015,
popov2025,570,10.1021/cm2002572,crossref_deposited,,,Chem. Mater.,2011,
popov2025,571,10.1063/1.3573513,crossref_deposited,,,J. Appl. Phys.,2011,
popov2025,572,10.1021/cm304125e,crossref_deposited,,,Chem. Mater.,2013,
popov2025,573,10.1063/1.5026790,crossref_deposited,,,J. Appl. Phys.,2018,
popov2025,574,10.1021/cm100926r,crossref_deposited,,,Chem. Mater.,2010,
popov2025,575,10.1088/0268-1242/27/7/074003,crossref_deposited,,,Semicond. Sci. Technol.,2012,
popov2025,576,10.1149/1.3353230,crossref_deposited,,,J. Electrochem. Soc.,2010,
popov2025,577,10.1016/j.tsf.2010.07.115,crossref_deposited,,,Thin Solid Films,2010,
popov2025,578,10.1149/1.3490413,crossref_deposited,,,Electrochem. Solid-State Lett.,2010,
popov2025,579,10.1149/1.3377003,crossref_deposited,,,J. Electrochem. Soc.,2010,
popov2025,580,10.1016/j.mee.2011.03.135,crossref_deposited,,,Microelectron. Eng.,2011,
popov2025,581,10.1021/acs.jpcc.1c10382,crossref_deposited,,,J. Phys. Chem. C,2022,
popov2025,582,10.1063/1.4975928,crossref_deposited,,,AIP Adv.,2017,
popov2025,583,10.1364/oe.26.009344,crossref_deposited,,,Opt. Express,2018,
popov2025,584,10.1116/6.0000790,crossref_deposited,,,J. Vac. Sci. Technol. A,2021,
popov2025,585,10.1149/2.011201jss,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2012,
popov2025,586,10.1021/acs.chemmater.5b01707,crossref_deposited,,,Chem. Mater.,2015,
popov2025,587,10.1149/2.0231512jss,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2015,
popov2025,588,10.1149/2.0291605jss,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2016,
popov2025,589,10.1016/j.sse.2016.04.006,crossref_deposited,,,Solid-State Electron.,2016,
popov2025,590,10.1116/1.3533763,crossref_deposited,,,J. Vac. Sci. Technol. B,2011,
popov2025,591,10.1016/j.tsf.2015.03.014,crossref_deposited,,,Thin Solid Films,2015,
popov2025,592,10.1116/1.4964693,crossref_deposited,,,J. Vac. Sci. Technol. B,2016,
popov2025,593,10.1016/j.tsf.2016.01.024,crossref_deposited,,,Thin Solid Films,2016,
popov2025,594,10.1016/j.tsf.2011.01.191,crossref_deposited,,,Thin Solid Films,2011,
popov2025,595,10.1016/j.surfcoat.2009.11.039,crossref_deposited,,,Surf. Coat. Technol.,2010,
