entity_key,paper_id,fig_docling_index,printed_figure_number,panel,source_series,representation,record_node_count,n_source_points,coordinate,measurand,measurand_unit,relevance,granularity,record_node_ids,caption_pdf_page,body_pdf_page,caption_evidence,body_evidence,sample_or_run_id,table_evidence,classification,classification_confidence,classification_method,signal_families,supporting_evidence,votes,weak_signals,pressure_assertions,exposure_assertions,pressure_applicable_scope,pressure_applicable_status,pressure_applicable_value,pressure_applicable_unit,pressure_applicable_quantity,pressure_candidates,stated_setting_count,stated_setting_evidence,between_curve_condition,between_curve_value,underlying_case_id
10.1039_d0cp03358h|16|9|c|500 nm|normalized,10.1039_d0cp03358h,16,9,c,500 nm,normalized,1,17,spatial_coordinate,normalized_thickness,,experimental,profile,10.1039_d0cp03358h-F9c-27,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 17, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",channel height,500 nm,10.1039_d0cp03358h::F9::c::500 nm
10.1039_d0cp03358h|16|9|c|2000 nm|normalized,10.1039_d0cp03358h,16,9,c,2000 nm,normalized,1,11,spatial_coordinate,normalized_thickness,,experimental,profile,10.1039_d0cp03358h-F9c-28,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 11, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",channel height,2000 nm,10.1039_d0cp03358h::F9::c::2000 nm
10.1039_d0cp03358h|16|9|d|250 cycles|as_measured,10.1039_d0cp03358h,16,9,d,250 cycles,as_measured,1,16,spatial_coordinate,film_thickness,nm,experimental,profile,10.1039_d0cp03358h-F9d-29,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 16, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",cycle_number,250 cycles,10.1039_d0cp03358h::F9::d::250 cycles
10.1039_d0cp03358h|16|9|d|500 cycles|as_measured,10.1039_d0cp03358h,16,9,d,500 cycles,as_measured,1,16,spatial_coordinate,film_thickness,nm,experimental,profile,10.1039_d0cp03358h-F9d-30,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 16, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",cycle_number,500 cycles,10.1039_d0cp03358h::F9::d::500 cycles
10.1039_d0cp03358h|16|9|d|1000 cycles|as_measured,10.1039_d0cp03358h,16,9,d,1000 cycles,as_measured,1,19,spatial_coordinate,film_thickness,nm,experimental,profile,10.1039_d0cp03358h-F9d-31,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 19, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",cycle_number,1000 cycles,10.1039_d0cp03358h::F9::d::1000 cycles
10.1039_d0cp03358h|16|9|e|250 cycles|scaled,10.1039_d0cp03358h,16,9,e,250 cycles,scaled,1,13,spatial_coordinate,growth_per_cycle,nm/cycle,experimental,profile,10.1039_d0cp03358h-F9e-32,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 13, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",cycle_number,250 cycles,10.1039_d0cp03358h::F9::e::250 cycles
10.1039_d0cp03358h|16|9|e|500 cycles|scaled,10.1039_d0cp03358h,16,9,e,500 cycles,scaled,1,17,spatial_coordinate,growth_per_cycle,nm/cycle,experimental,profile,10.1039_d0cp03358h-F9e-33,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 17, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",cycle_number,500 cycles,10.1039_d0cp03358h::F9::e::500 cycles
10.1039_d0cp03358h|16|9|e|1000 cycles|scaled,10.1039_d0cp03358h,16,9,e,1000 cycles,scaled,1,19,spatial_coordinate,growth_per_cycle,nm/cycle,experimental,profile,10.1039_d0cp03358h-F9e-34,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 19, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",cycle_number,1000 cycles,10.1039_d0cp03358h::F9::e::1000 cycles
10.1039_d0cp03358h|16|9|f|250 cycles|normalized,10.1039_d0cp03358h,16,9,f,250 cycles,normalized,1,13,spatial_coordinate,normalized_thickness,,experimental,profile,10.1039_d0cp03358h-F9f-35,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 13, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",cycle_number,250 cycles,10.1039_d0cp03358h::F9::f::250 cycles
10.1039_d0cp03358h|16|9|f|500 cycles|normalized,10.1039_d0cp03358h,16,9,f,500 cycles,normalized,1,17,spatial_coordinate,normalized_thickness,,experimental,profile,10.1039_d0cp03358h-F9f-36,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 17, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",cycle_number,500 cycles,10.1039_d0cp03358h::F9::f::500 cycles
10.1039_d0cp03358h|16|9|f|1000 cycles|normalized,10.1039_d0cp03358h,16,9,f,1000 cycles,normalized,1,19,spatial_coordinate,normalized_thickness,,experimental,profile,10.1039_d0cp03358h-F9f-37,8,7,"Fig. 9 Saturation profile of ALD Al2O3 coated in rectangular LHAR channels at 300 1 C. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) scaled saturation profile, and (c) Type 1 normalized saturation profile. Sample 7, 8, and 9 (Table ","in the ALD runs, reflectometer measurements, and the actual channel height compared to design values are among the uncertainty sources as discussed in more detail in Section E.

## D. Effect of the channel height and film thickness on the saturation profiles

Fig. 9 (panels a-c) presents the effect ","Sample 7, 8, and 9",,experimental_profile,corroborated,coordinate_axis_gate(4 families),"['F', 'I', 'Me', 'R', 'X']","X: x axis 'spatial_coordinate' is a spatial coordinate; the curve is one specimen's profile | Me: on. Scanning or transmission electron microscopy (SEM or TEM) images acquired after careful specimen preparation allow the | R: effect of the number of ALD cycles | I: Sample 7, 8, and 9","{""discrete_experimental_sweep"": 3, ""experimental_profile"": 2}","{""axis_role_coordinate"": true, ""n_source_points"": 19, ""granularity"": ""profile""}",[],[],,,,,,,2,"caption: Sample 7, 8, and",cycle_number,1000 cycles,10.1039_d0cp03358h::F9::f::1000 cycles
10.1039_d0cp03358h|18|10|a|100 nm|as_measured,10.1039_d0cp03358h,18,10,a,100 nm,as_measured,1,13,spatial_coordinate,film_thickness,nm,model,profile,10.1039_d0cp03358h-F10a-38,9,8,"Fig. 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular LHAR channels, created with a MATLAB re-implementation of the Ylilammi et al. 33 diffusion-reaction model. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) s"," intensities, in line with the reflectometer measurement results.

The effects of increasing the channel height and number of ALD cycles were simulated with the Ylilammi et al. 33 diffusionreaction model and compared with the experimental saturation profiles. Fig. 10 shows the simulated saturation p",Series E,,simulation,corroborated,provenance_gate(2 families),"['F', 'I', 'Me', 'R', 'X']",F: panel/figure source flag = simulated | F: pipeline relevance=model | R: 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular,"{""simulation"": 3}","{""axis_role_coordinate"": true, ""n_source_points"": 13, ""granularity"": ""profile""}","[{""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p B = 300 Pa""}, {""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""body_mention"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"",",[],figure,ambiguous,,,,300 Pa (carrier_gas_partial_pressure); 65 Pa (precursor_partial_pressure),,,channel height,100 nm,10.1039_d0cp03358h::F10::a::100 nm
10.1039_d0cp03358h|18|10|a|200 nm|as_measured,10.1039_d0cp03358h,18,10,a,200 nm,as_measured,1,13,spatial_coordinate,film_thickness,nm,model,profile,10.1039_d0cp03358h-F10a-39,9,8,"Fig. 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular LHAR channels, created with a MATLAB re-implementation of the Ylilammi et al. 33 diffusion-reaction model. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) s"," intensities, in line with the reflectometer measurement results.

The effects of increasing the channel height and number of ALD cycles were simulated with the Ylilammi et al. 33 diffusionreaction model and compared with the experimental saturation profiles. Fig. 10 shows the simulated saturation p",Series E,,simulation,corroborated,provenance_gate(2 families),"['F', 'I', 'Me', 'R', 'X']",F: panel/figure source flag = simulated | F: pipeline relevance=model | R: 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular,"{""simulation"": 3}","{""axis_role_coordinate"": true, ""n_source_points"": 13, ""granularity"": ""profile""}","[{""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p B = 300 Pa""}, {""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""body_mention"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"",",[],figure,ambiguous,,,,300 Pa (carrier_gas_partial_pressure); 65 Pa (precursor_partial_pressure),,,channel height,200 nm,10.1039_d0cp03358h::F10::a::200 nm
10.1039_d0cp03358h|18|10|a|500 nm|as_measured,10.1039_d0cp03358h,18,10,a,500 nm,as_measured,1,13,spatial_coordinate,film_thickness,nm,model,profile,10.1039_d0cp03358h-F10a-40,9,8,"Fig. 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular LHAR channels, created with a MATLAB re-implementation of the Ylilammi et al. 33 diffusion-reaction model. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) s"," intensities, in line with the reflectometer measurement results.

The effects of increasing the channel height and number of ALD cycles were simulated with the Ylilammi et al. 33 diffusionreaction model and compared with the experimental saturation profiles. Fig. 10 shows the simulated saturation p",Series E,,simulation,corroborated,provenance_gate(2 families),"['F', 'I', 'Me', 'R', 'X']",F: panel/figure source flag = simulated | F: pipeline relevance=model | R: 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular,"{""simulation"": 3}","{""axis_role_coordinate"": true, ""n_source_points"": 13, ""granularity"": ""profile""}","[{""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p B = 300 Pa""}, {""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""body_mention"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"",",[],figure,ambiguous,,,,300 Pa (carrier_gas_partial_pressure); 65 Pa (precursor_partial_pressure),,,channel height,500 nm,10.1039_d0cp03358h::F10::a::500 nm
10.1039_d0cp03358h|18|10|a|1000 nm|as_measured,10.1039_d0cp03358h,18,10,a,1000 nm,as_measured,1,13,spatial_coordinate,film_thickness,nm,model,profile,10.1039_d0cp03358h-F10a-41,9,8,"Fig. 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular LHAR channels, created with a MATLAB re-implementation of the Ylilammi et al. 33 diffusion-reaction model. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) s"," intensities, in line with the reflectometer measurement results.

The effects of increasing the channel height and number of ALD cycles were simulated with the Ylilammi et al. 33 diffusionreaction model and compared with the experimental saturation profiles. Fig. 10 shows the simulated saturation p",Series E,,simulation,corroborated,provenance_gate(2 families),"['F', 'I', 'Me', 'R', 'X']",F: panel/figure source flag = simulated | F: pipeline relevance=model | R: 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular,"{""simulation"": 3}","{""axis_role_coordinate"": true, ""n_source_points"": 13, ""granularity"": ""profile""}","[{""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p B = 300 Pa""}, {""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""body_mention"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"",",[],figure,ambiguous,,,,300 Pa (carrier_gas_partial_pressure); 65 Pa (precursor_partial_pressure),,,channel height,1000 nm,10.1039_d0cp03358h::F10::a::1000 nm
10.1039_d0cp03358h|18|10|a|2000 nm|as_measured,10.1039_d0cp03358h,18,10,a,2000 nm,as_measured,1,12,spatial_coordinate,film_thickness,nm,model,profile,10.1039_d0cp03358h-F10a-42,9,8,"Fig. 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular LHAR channels, created with a MATLAB re-implementation of the Ylilammi et al. 33 diffusion-reaction model. Top row, varying channel height H and constant number of cycles N of 500: (a) as-measured saturation profile, (b) s"," intensities, in line with the reflectometer measurement results.

The effects of increasing the channel height and number of ALD cycles were simulated with the Ylilammi et al. 33 diffusionreaction model and compared with the experimental saturation profiles. Fig. 10 shows the simulated saturation p",Series E,,simulation,corroborated,provenance_gate(2 families),"['F', 'I', 'Me', 'R', 'X']",F: panel/figure source flag = simulated | F: pipeline relevance=model | R: 10 Simulated saturation profiles of ALD Al2O3 in microscopic rectangular,"{""simulation"": 3}","{""axis_role_coordinate"": true, ""n_source_points"": 12, ""granularity"": ""profile""}","[{""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""caption"", ""evidence"": ""p B = 300 Pa""}, {""quantity_type"": ""precursor_partial_pressure"", ""symbol"": ""p_A0"", ""value"": ""65"", ""unit"": ""Pa"", ""species"": ""TMA"", ""reactant_role"": ""precursor"", ""assertion_status"": ""direct"", ""scope"": ""figure"", ""source"": ""body_mention"", ""evidence"": ""p A0 = 65 Pa""}, {""quantity_type"": ""carrier_gas_partial_pressure"", ""symbol"": ""p_B"", ""value"": ""300"", ""unit"": ""Pa"", ""species"": ""N2"", ""reactant_role"": ""carrier_or_coreactant"",",[],figure,ambiguous,,,,300 Pa (carrier_gas_partial_pressure); 65 Pa (precursor_partial_pressure),,,channel height,2000 nm,10.1039_d0cp03358h::F10::a::2000 nm
