review,ref_index,doi,resolution_method,match_score,article_title,journal,year,unstructured
cremers2019,176,10.1149/1.2737629,crossref_deposited,,Plasma and thermal ALD of Al2O3 in a commercial 200 mm ALD reactor,J. Electrochem. Soc.,2007,
cremers2019,177,10.1116/1.3659699,crossref_deposited,,Conformality of remote plasma-enhanced atomic layer deposition processes: An experimental study,J. Vac. Sci. Technol. A,2012,
cremers2019,178,10.1063/1.2714685,crossref_deposited,,Step coverage modeling of thin films in atomic layer deposition,J. Appl. Phys.,2007,
cremers2019,179,,unresolved,49.8,Plasma enhanced atomic layer deposition of Al2O3 and TiN,J. Korean Phys. Soc.,2003,
cremers2019,180,10.1149/2.067203jes,crossref_deposited,,"Plasma-assisted ALD for the conformal deposition of SiO2: Process, material and electronic properties",J. Electrochem. Soc.,2012,
cremers2019,181,10.7567/jjap.57.06jb03,crossref_deposited,,Multiscale modeling for SiO2 atomic layer deposition for high-aspect-ratio hole patterns,"Jpn. J. Appl. Phys., Part 1",2018,
cremers2019,182,10.1149/1.2789802,crossref_deposited,,Applicability of step-coverage modeling to TiO2 thin films in atomic layer deposition,J. Electrochem. Soc.,2007,
cremers2019,183,10.1021/jp907266c,crossref_deposited,,Plasma-Enhanced Atomic Layer Deposition of Anatase TiO2 Using TiCl4,J. Phys. Chem. C Lett.,2009,
cremers2019,184,10.1021/cm0626482,crossref_deposited,,Radical enhanced atomic layer deposition of tantalum oxide,Chem. Mater.,2007,
cremers2019,185,10.1021/acsami.5b01531,crossref_deposited,,Low-temperature conformal atomic layer deposition of SiNx films using Si2Cl6 and NH3 plasma,ACS Appl. Mater. Interfaces,2015,
cremers2019,186,10.1149/1.1825913,crossref_deposited,,Characteristics and compositional variation of TiN films deposited by remote PEALD on contact holes,J. Electrochem. Soc.,2005,
cremers2019,187,10.1016/j.matlet.2012.07.081,crossref_deposited,,Highly ordered and well aligned TiN nanotube arrays fabricated via template-assisted atomic layer deposition,Mater. Lett.,2012,
cremers2019,188,10.1088/1361-6528/aaad58,crossref_deposited,,Core-shell titanium dioxide-titanium nitride nanotube arrays with near-infrared plasmon resonances,Nanotechnology,2018,
cremers2019,189,,unresolved,50.7,,,,"H. C. M. Knoops, “Atomic layer deposition: From reaction mechanisms to 3D integrated micro batteries,” Ph.D. thesis (Technische Universiteit Eindhoven, Netherlands, 2011)."
cremers2019,190,10.1016/j.jallcom.2015.12.148,crossref_deposited,,Highly-conformal nanocrystalline molybdenum nitride thin films by atomic layer deposition as a diffusion barrier against Cu,J. Alloys Compd.,2016,
cremers2019,191,10.1149/1.1423642,crossref_deposited,,Plasma-enhanced atomic layer deposition of Ta-N thin films,J. Electrochem. Soc.,2002,
cremers2019,192,10.1166/jnn.2006.018,crossref_deposited,,Preparation of TaN thin film by H2 plasma assisted atomic layer deposition using tert-butylimino-tris-ethylmethylamino tantalum,J. Nanosci. Nanotechnol.,2006,
cremers2019,193,10.1063/1.1935761,crossref_deposited,,Robust TaNx diffusion barrier for Cu-interconnect technology with subnanometer thickness by metal-organic plasma-enhanced atomic layer deposition,J. Appl. Phys.,2005,
cremers2019,194,10.1116/1.3666034,crossref_deposited,,Hot-wire-assisted atomic layer deposition of a high quality cobalt film using cobaltocene: Elementary reaction analysis on NHx radical formation,J. Vac. Sci. Technol. A,2012,
cremers2019,195,10.1149/1.1475199,crossref_deposited,,Atomic layer deposition of nickel by the reduction of preformed nickel oxide,Electrochem. Solid State,2002,
cremers2019,196,10.1149/1.3166184,crossref_deposited,,Integration of atomic layer deposition-grown copper seed layers for Cu electroplating applications,J. Electrochem. Soc.,2009,
cremers2019,197,10.1002/cvde.200606519,crossref_deposited,,Radical-enhanced atomic layer deposition of silver thin films using phosphine-adducted silver carboxylates,Chem. Vap. Depos.,2007,
cremers2019,198,10.1016/j.mee.2018.01.033,crossref_deposited,,Exploiting atomic layer deposition for fabricating sub-10 nm X-ray lenses,Microelectron. Eng.,2018,
cremers2019,199,10.1063/1.4972120,crossref_deposited,,Plasma-assisted atomic layer deposition of conformal Pt films in high aspect ratio trenches,J. Chem. Phys.,2017,
cremers2019,200,10.1116/1.1305809,crossref_deposited,,Plasma-enhanced atomic layer deposition of Ta and Ti for interconnect diffusion barriers,J. Vac. Sci. Technol. B,2000,
cremers2019,201,10.1016/j.surfcoat.2007.04.079,crossref_deposited,,Transient ALD simulations for a multi-wafer reactor with trenched wafers,Surf. Coat. Technol.,2007,
cremers2019,202,10.1021/ar500360d,crossref_deposited,,Atomic layer deposition of metal sulfide materials,Acc. Chem. Res.,2015,
cremers2019,203,10.1021/acsnano.5b03429,crossref_deposited,,Atomically precise growth of catalytically active cobalt sulfide on flat surfaces and within a metal-organic framework via atomic layer deposition,ACS Nano,2015,
cremers2019,204,10.1063/1.4998577,crossref_deposited,,Atomic layer deposition of aluminum fluoride using Al(CH3)3 and SF6 plasma,Appl. Phys. Lett.,2017,
cremers2019,205,10.1039/c6ta04179e,crossref_deposited,,Plasma-enhanced atomic layer deposition of titanium phosphate as an electrode for lithium-ion batteries,J. Mater. Chem. A,2017,
cremers2019,206,10.1116/1.577226,crossref_deposited,,The reaction pathway for the growth of alumina on high surface area alumina and in ultrahigh vacuum by a reaction between trimethyl aluminum and water,J. Vac. Sci. Technol. A,1991,
cremers2019,207,10.1116/1.1524145,crossref_deposited,,Fundamental beam studies of radical enhanced atomic layer deposition of TiN,J. Vac. Sci. Technol. A,2003,
cremers2019,208,10.1063/1.4939654,crossref_deposited,,What is limiting low-temperature atomic layer deposition of Al2O3? A vibrational sumfrequency generation study,Appl. Phys. Lett.,2016,
cremers2019,209,10.1116/1.4993597,crossref_deposited,,Revisiting the growth mechanism for atomic layer deposition of al2o3: A vibrational sum-frequency generation study,J. Vac. Sci. Technol. A,2017,
cremers2019,210,10.1063/1.118494,crossref_deposited,,Atomic layer controlled growth of SiO2 films using binary reaction sequence chemistry,Appl. Phys. Lett.,1997,
cremers2019,211,10.1021/cm2001144,crossref_deposited,,Surface loss in ozone-based atomic layer deposition processes,Chem. Mater.,2011,
cremers2019,212,10.1080/10934529809376813,crossref_deposited,,Catalytic decomposition of ozone in the presence of water vapor,J. Environ. Sci. Heal. A,1998,
cremers2019,213,10.1021/jp063620g,crossref_deposited,,Heterogeneous uptake of ozone on reactive components of mineral dust aerosol: An environmental aerosol reaction chamber study,J. Phys. Chem. A,2006,
cremers2019,214,10.1149/1.3355207,crossref_deposited,,Ozone-based metal oxide atomic layer deposition: Impact of N2/O2 supply ratio in ozone generation,Electrochem. Solid State,2010,
cremers2019,215,10.1116/1.3609974,crossref_deposited,,"Plasma-assisted atomic layer deposition: Basics, opportunities, and challenges",J. Vac. Sci. Technol. A,2011,
cremers2019,216,10.1149/1.1931471,crossref_deposited,,Low-temperature deposition of aluminum oxide by radical enhanced atomic layer deposition,J. Electrochem. Soc.,2005,
cremers2019,217,10.1149/1.3076143,crossref_deposited,,Thermal and plasma enhanced atomic layer deposition of Al2O3 on GaAs substrates,J. Electrochem. Soc.,2009,
cremers2019,218,10.1063/1.2338776,crossref_deposited,,Plasma-assisted atomic layer deposition of Al2O3 moisture permeation barriers on polymers,Appl. Phys. Lett.,2006,
cremers2019,219,10.1002/cvde.200606508,crossref_deposited,,Plasma-enhanced atomic layer deposition of palladium on a polymer substrate,Chem. Vap. Depos.,2007,
cremers2019,220,10.1039/tf9585401323,crossref_deposited,,The recombination of oxygen atoms at surfaces,Trans. Faraday Soc.,1958,
cremers2019,221,10.1016/j.cattod.2003.11.022,crossref_deposited,,Recombination of oxygen atomic excited states produced by non-equilibrium RF plasma on different semiconductor materials: Catalytic phenomena and modelling,Catal. Today,2004,
cremers2019,222,10.1088/0963-0252/15/3/025,crossref_deposited,,Atomic oxygen surface loss probability on silica in microwave plasmas studied by a pulsed induced fluorescence technique,Plasma Sources Sci. Technol.,2006,
cremers2019,223,10.1109/tps.2005.845286,crossref_deposited,,Characterization of Oxygen Plasma With A Fiber Optic Catalytic Probe And Determination Of Recombination Coefficients,IEEE Trans. Plasma Sci.,2005,
cremers2019,224,10.1116/1.582189,crossref_deposited,,Determination of atomic oxygen density with a nickel catalytic probe,J. Vac. Sci. Technol. A,2000,
cremers2019,225,10.1088/0963-0252/13/2/009,crossref_deposited,,Study of oxygen atom recombination on a Pyrex surface at different wall temperatures by means of time-resolved actinometry in a double pulse discharge technique,Plasma Sources Sci. Technol.,2004,
cremers2019,226,10.1016/s0169-4332(00)00007-6,crossref_deposited,,Recombination of neutral oxygen atoms on stainless steel surface,Appl. Surf. Sci.,2000,
cremers2019,227,10.1088/0963-0252/9/3/302,crossref_deposited,,Surface and volume loss of atomic nitrogen in a parallel plate rf discharge reactor,Plasma Sources Sci. Technol.,2000,
cremers2019,228,10.1088/0022-3727/42/13/135206,crossref_deposited,,Characterization of an N2 flowing microwave post-discharge by OES spectroscopy and determination of absolute ground-state nitrogen atom densities by TALIF,J. Phys. D: Appl. Phys.,2009,
cremers2019,229,10.1021/j100828a015,crossref_deposited,,Kinetics of hydrogen recombination on surfaces,J. Phys. Chem.,1961,
cremers2019,230,10.1063/1.356680,crossref_deposited,,Two-photon absorption laser-induced fluorescence of H atoms: A probe for heterogeneous processes in hydrogen plasmas,J. Appl. Phys.,1994,
cremers2019,231,10.1116/1.2191862,crossref_deposited,,Attenuation of hydrogen radicals traveling under flowing gas conditions through tubes of different materials,J. Vac. Sci. Technol. A,2006,
cremers2019,232,10.1116/1.577508,crossref_deposited,,Study of volume and surface processes in low pressure radio frequency plasma reactors by pulsed excitation methods. I. Hydrogen-argon plasma,J. Vac. Sci. Technol. A,1991,
cremers2019,233,10.1016/0039-6028(89)90077-0,crossref_deposited,,Reaction of atomic hydrogen with crystalline silicon,Surf. Sci.,1989,
cremers2019,234,10.1007/s00214-014-1465-x,crossref_deposited,,A Markov chain approach to simulate atomic layer deposition chemistry and transport inside nanostructured substrates,Theor. Chem. Acc.,2014,
cremers2019,235,10.1002/andp.19324040804,crossref_deposited,,Uber die Strömung sehr verdünnter Gase durch Röhren von beliebiger Länge,Ann. Phys.,1932,
cremers2019,236,10.1002/cvde.201106922,crossref_deposited,,A ballistic transport and surface reaction model for simulating atomic layer deposition processes in high-aspect-ratio nanopores,Chem. Vap. Depos.,2011,
cremers2019,237,10.1116/1.584901,crossref_deposited,,A unified line-of-sight model of deposition in rectangular trenches,J. Vac. Sci. Technol. B,1990,
cremers2019,238,10.1116/1.585691,crossref_deposited,,Flux distributions in low pressure deposition and etch models,J. Vac. Sci. Technol. B,1991,
cremers2019,239,10.1149/1.2086413,crossref_deposited,,Prediction of step coverage during blanket CVD tungsten deposition in cylindrical pores,J. Electrochem. Soc.,1990,
cremers2019,240,10.1016/j.jcrysgro.2009.12.041,crossref_deposited,,Development of a multiscale model for an atomic layer deposition process,J. Cryst. Growth,2010,
cremers2019,241,10.1149/1.3207582,crossref_deposited,,Multiscale simulation and optimization of an atomic layer deposition process in a nanoporous material,ECS Trans.,2009,
cremers2019,242,10.1002/cvde.201106938,crossref_deposited,,Self-limited reaction-diffusion in nanostructured substrates: Surface coverage dynamics and analytic approximations to ALD saturation times,Chem. Vap. Depos.,2012,
cremers2019,243,10.1088/0022-3727/30/12/006,crossref_deposited,,Thickness profiles of thin films caused by secondary reactions in flow-type atomic layer deposition reactors,J. Phys. D: Appl. Phys.,1997,
cremers2019,244,10.1016/j.commatsci.2005.03.019,crossref_deposited,,Simulation of surface relief effect on ALD process,Comput. Mater. Sci.,2006,
cremers2019,245,10.1021/cm020607+,crossref_deposited,,Growth of ZnO/Al2O3 alloy films using atomic layer deposition techniques,Chem. Mater.,2003,
cremers2019,246,10.3762/bjnano.2.13,crossref_deposited,,Pore structure and surface area of silica SBA-15: Influence of washing and scale-up,Beilstein J. Nanotechnol.,2011,
cremers2019,247,,unresolved,,,,2004,
cremers2019,248,,unresolved,,,,1988,
cremers2019,249,10.1116/1.3670396,crossref_deposited,,Simple model for atomic layer deposition precursor reaction and transport in a viscous-flow tubular reactor,J. Vac. Sci. Technol. A,2012,
cremers2019,250,,unresolved,,,,2013,
cremers2019,251,10.1116/1.1481754,crossref_deposited,,Modeling and simulation of atomic layer deposition at the feature scale,J. Vac. Sci. Technol. B,2002,
cremers2019,252,10.1016/s0040-6090(02)00236-5,crossref_deposited,,Predective modeling of atomic layer deposition on the feature scale,Thin Solid Films,2002,
cremers2019,253,,unresolved,,,,1996,
cremers2019,254,10.1149/1.2085881,crossref_deposited,,Simulation of mass transport for deposition in via holes and trenches,J. Electrochem. Soc.,1991,
cremers2019,255,10.1098/rstl.1879.0067,crossref_deposited,,On stresses in rarified gases arising from inequalities in temperature,"Philos. Trans. R. Soc. London, Sect. A",1879,
cremers2019,256,10.1002/andp.19303990503,crossref_deposited,,Uber eine Messung der molekularen Geschwindigkeit und eine Prüfung des Kosinusgesetzes,Ann. Phys.,1930,
cremers2019,257,10.1063/1.1722872,crossref_deposited,,Studies of molecular scattering at the solid surface,J. Appl. Phys.,1957,
cremers2019,258,,unresolved,,,,1958,
cremers2019,259,10.1021/jp106945n,crossref_deposited,,Shrinking core model for Knudsen diffusion-limited atomic layer deposition on a nanoporous monolith with an ultrahigh aspect ratio,J. Phys. Chem. C,2010,
cremers2019,260,10.1116/1.4892385,crossref_deposited,,Modeling precursor diffusion and reaction of atomic layer deposition in porous structures,J. Vac. Sci. Technol. A,2015,
cremers2019,261,10.1116/1.4968548,crossref_deposited,,Simulation of atomic layer deposition on nanoparticle agglomerates,J. Vac. Sci. Technol. A,2017,
cremers2019,262,10.1116/1.4893930,crossref_deposited,,Superconformal chemical vapor deposition of thin films in deep features,J. Vac. Sci. Technol. A,2014,
cremers2019,263,10.1149/1.009206jss,crossref_deposited,,"Plasma-enhanced ALD of platinum with O2, N2 and NH3 plasmas",ECS J. Solid State Sci. Technol.,2012,
cremers2019,264,,unresolved,,,,1999,
