record_id,paper_id,printed_figure_number,panel,series_label,document_section,source_pdf_page,evidence_span,run_structure,why,sample_or_run_id,classification_method,verdict,entity_kind,underlying_case_key,sample_index,sampling_stratum,current_record_kind
10.1039_d3dt01824e-4a-S5-P001,10.1039_d3dt01824e,4,a,substrate: SiO2,figure 4 caption + body mentions in document.md,,as a function of deposition temperature,separate_depositions,growth vs temperature: one deposition per temperature,,caption_inferred,yes,experimental_case,10.1039_d3dt01824e::F4::a::SiO2,78,condition_axis|experimental,series_member_experiment
10.1039_d3dt01824e-F8a-10,10.1039_d3dt01824e,8,a,etching time: ET=0 min,figure 8 caption + body mentions in document.md,,,,record kind unresolved_experiment_record not classifiable from local evidence,,heuristic,uncertain,unknown,10.1039_d3dt01824e::F8::a::ET=0 min,79,unresolved_experiment_record|experimental,unresolved_experiment_record
10.1039_d3ra05217f-3a-S1-P011,10.1039_d3ra05217f,3,a,precursor: Y(EtCp)3,figure 3 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1039_d3ra05217f::F3::a::Y(EtCp)3,80,condition_axis|experimental,series_member_experiment
10.1039_d3ra05217f-3a-S1-P013,10.1039_d3ra05217f,3,a,precursor: Y(EtCp)3,figure 3 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1039_d3ra05217f::F3::a::Y(EtCp)3,81,condition_axis|experimental,series_member_experiment
10.1039_d3ra05217f-3b-S6-P003,10.1039_d3ra05217f,3,b,precursor: Y(EtCp)3,figure 3 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1039_d3ra05217f::F3::b::Y(EtCp)3,82,condition_axis|experimental,series_member_experiment
10.1039_d3ra05217f-8a-S7-P029,10.1039_d3ra05217f,8,a,,figure 8 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1039_d3ra05217f::F8::a::0,83,condition_axis|experimental,series_member_experiment
10.1039_d3ra05217f-8a-S7-P034,10.1039_d3ra05217f,8,a,,figure 8 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1039_d3ra05217f::F8::a::0,84,condition_axis|experimental,series_member_experiment
10.1039_d3ra05217f-8a-S7-P046,10.1039_d3ra05217f,8,a,,figure 8 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1039_d3ra05217f::F8::a::0,85,condition_axis|experimental,series_member_experiment
10.1039_d3ra05217f-8a-S7-P047,10.1039_d3ra05217f,8,a,,figure 8 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1039_d3ra05217f::F8::a::0,86,condition_axis|experimental,series_member_experiment
10.1039_d3ra05217f-F6b-14,10.1039_d3ra05217f,6,b,element: C1s,figure 6 caption + body mentions in document.md,,,,record kind unresolved_experiment_record not classifiable from local evidence,,heuristic,uncertain,unknown,10.1039_d3ra05217f::F6::b::C1s,87,unresolved_experiment_record|experimental,unresolved_experiment_record
10.1063_1.4867469-F1c-1,10.1063_1.4867469,1,c,sample condition: 3 nm BTO as-deposited,figure 1 caption + body mentions in document.md,,,,record kind unresolved_experiment_record not classifiable from local evidence,,heuristic,uncertain,unknown,10.1063_1.4867469::F1::c::3 nm BTO as-deposited,88,unresolved_experiment_record|experimental,unresolved_experiment_record
10.1063_1.4867469-F2a-3,10.1063_1.4867469,2,a,series: BTO/STO/Si,figure 2 caption + body mentions in document.md,,,,record kind unresolved_experiment_record not classifiable from local evidence,,heuristic,uncertain,unknown,10.1063_1.4867469::F2::a::BTO/STO/Si,89,unresolved_experiment_record|experimental,unresolved_experiment_record
10.1063_1.5028178-5a-S0-P007,10.1063_1.5028178,5,a,model: Gordon model,figure 5 caption + body mentions in document.md,,,model_output,pipeline flags relevance=model / is_model_result,,metadata_inferred,no,simulation_run_or_profile,10.1063_1.5028178::F5::a::Gordon model,90,condition_axis|model,series_member_experiment
10.1063_1.5028178-5a-S1-P019,10.1063_1.5028178,5,a,model: Approximation,figure 5 caption + body mentions in document.md,,,model_output,pipeline flags relevance=model / is_model_result,,metadata_inferred,no,simulation_run_or_profile,10.1063_1.5028178::F5::a::Approximation,91,condition_axis|model,series_member_experiment
10.1063_1.5028178-F4a-11,10.1063_1.5028178,4,a,channel height: 0.2 µm,figure 4 caption + body mentions in document.md,,"calculated by the approximate model when the original channel heights are H ¼ 2,",model_output,pipeline flags relevance=model / is_model_result,,caption_inferred,no,simulation_run_or_profile,10.1063_1.5028178::F4::a::0.2 µm,92,coordinate_axis|model,profile_experiment
10.1063_1.5028178-F4a-8,10.1063_1.5028178,4,a,channel height: H= 2 µm,figure 4 caption + body mentions in document.md,,"calculated by the approximate model when the original channel heights are H ¼ 2,",model_output,pipeline flags relevance=model / is_model_result,,caption_inferred,no,simulation_run_or_profile,10.1063_1.5028178::F4::a::H= 2 µm,93,coordinate_axis|model,profile_experiment
10.1116_1.4892385-F2a-1,10.1116_1.4892385,2,a,precursor density: 4·10^22 m^-3,figure 2 caption + body mentions in document.md,,,model_output,pipeline flags relevance=model / is_model_result,,metadata_inferred,no,simulation_run_or_profile,10.1116_1.4892385::F2::a::4·10^22 m^-3,94,coordinate_axis|model,profile_experiment
10.1116_1.4892385-F5a-4,10.1116_1.4892385,5,a,"precursor density: calculated coating profile for n_P(t,z=0) = 1.0 · 10²⁰ m⁻³ and β₀ = 2 · 10⁻⁴",figure 5 caption + body mentions in document.md,,,one_continuous_run,"spatial profile of one coated structure, kept as one record",,metadata_inferred,yes,experimental_profile,"10.1116_1.4892385::F5::a::calculated coating profile for n_P(t,z=0) = 1.0 · 10²⁰ m⁻³ and β₀ = 2 · 10⁻⁴",95,coordinate_axis|experimental,profile_experiment
10.1116_1.4938104-12b-S4-P009,10.1116_1.4938104,12,b,material: paper,figure 12 caption + body mentions in document.md,,photocatalytic material,one_continuous_run,kinetic trace of a single specimen,,caption_inferred,no,measurement,10.1116_1.4938104::F12::b::paper,96,condition_axis|experimental,series_member_experiment
10.1116_1.4938104-12b-S7-P000,10.1116_1.4938104,12,b,material: Ir/TiO2/cellulose,figure 12 caption + body mentions in document.md,,photocatalytic material,one_continuous_run,kinetic trace of a single specimen,,caption_inferred,no,measurement,10.1116_1.4938104::F12::b::Ir/TiO2/cellulose,97,condition_axis|experimental,series_member_experiment
10.1116_1.4938104-4d-S1-P000,10.1116_1.4938104,4,d,"substrate and ALD temperature: Cotton Fibers, 60 °C",figure 4 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,"10.1116_1.4938104::F4::d::Cotton Fibers, 60 °C",98,condition_axis|experimental,series_member_experiment
10.1116_1.4938104-4d-S3-P005,10.1116_1.4938104,4,d,substrate and ALD temperature: Cellulose Films,figure 4 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1116_1.4938104::F4::d::Cellulose Films,99,condition_axis|experimental,series_member_experiment
10.1116_6.0002154-3a-S0-P000,10.1116_6.0002154,3,a,,figure 3 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1116_6.0002154::F3::a::0,100,condition_axis|experimental,series_member_experiment
10.1116_6.0002154-3a-S0-P004,10.1116_6.0002154,3,a,,figure 3 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1116_6.0002154::F3::a::0,101,condition_axis|experimental,series_member_experiment
10.1116_6.0002154-3a-S0-P009,10.1116_6.0002154,3,a,,figure 3 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1116_6.0002154::F3::a::0,102,condition_axis|experimental,series_member_experiment
10.1116_6.0002154-3a-S0-P017,10.1116_6.0002154,3,a,,figure 3 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1116_6.0002154::F3::a::0,103,condition_axis|experimental,series_member_experiment
10.1116_6.0002436-1b-S1-P003,10.1116_6.0002436,1,b,series: SUP,figure 1 caption + body mentions in document.md,,Saturation curves for ozone (3 wt,separate_depositions,a saturation curve is one deposition per dose,,caption_inferred,yes,experimental_case,10.1116_6.0002436::F1::b::SUP,104,condition_axis|experimental,series_member_experiment
10.1116_6.0002436-2a-S4-P002,10.1116_6.0002436,2,a,position: Middle GPC,figure 2 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1116_6.0002436::F2::a::Middle GPC,105,condition_axis|experimental,series_member_experiment
10.1116_6.0002436-F5a-15,10.1116_6.0002436,5,a,sample: 100°C (O 1s A),figure 5 caption + body mentions in document.md,,,,record kind unresolved_experiment_record not classifiable from local evidence,,heuristic,uncertain,unknown,10.1116_6.0002436::F5::a::100°C (O 1s A),106,unresolved_experiment_record|experimental,unresolved_experiment_record
10.1116_6.0002436-F5a-16,10.1116_6.0002436,5,a,sample: 100°C (O 1s C),figure 5 caption + body mentions in document.md,,,,record kind unresolved_experiment_record not classifiable from local evidence,,heuristic,uncertain,unknown,10.1116_6.0002436::F5::a::100°C (O 1s C),107,unresolved_experiment_record|experimental,unresolved_experiment_record
10.1116_6.0002804-1a-S0-P005,10.1116_6.0002804,1,a,,figure 1 caption + body mentions in document.md,,"independently varied: (a) MoCl2O2 pulse time, (b) at-H pulse time, (c) MoCl2O2 p",separate_depositions,caption says the parameter was independently varied -> one run per value,,caption_inferred,yes,experimental_case,10.1116_6.0002804::F1::a::0,108,condition_axis|experimental,series_member_experiment
10.1116_6.0002804-1b-S1-P009,10.1116_6.0002804,1,b,,figure 1 caption + body mentions in document.md,,"independently varied: (a) MoCl2O2 pulse time, (b) at-H pulse time, (c) MoCl2O2 p",separate_depositions,caption says the parameter was independently varied -> one run per value,,caption_inferred,yes,experimental_case,10.1116_6.0002804::F1::b::0,109,condition_axis|experimental,series_member_experiment
10.1116_6.0002804-3a-S8-P001,10.1116_6.0002804,3,a,series: Thickness,figure 3 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.1116_6.0002804::F3::a::Thickness,110,condition_axis|experimental,series_member_experiment
10.1116_6.0002804-5-S14-P002,10.1116_6.0002804,5,,element: O,figure 5 caption + body mentions in document.md,,depth profile of an ALD film obtained at 350 °C and (b) averaged ALD film,one_continuous_run,a depth profile is one specimen measured through its thickness,,caption_inferred,no,measurement,10.1116_6.0002804::F5::-::O,111,condition_axis|experimental,series_member_experiment
10.1116_6.0002804-5-S9-P002,10.1116_6.0002804,5,,,figure 5 caption + body mentions in document.md,,depth profile of an ALD film obtained at 350 °C and (b) averaged ALD film,one_continuous_run,a depth profile is one specimen measured through its thickness,,caption_inferred,no,measurement,10.1116_6.0002804::F5::-::0,112,condition_axis|experimental,series_member_experiment
10.1186_s11671-015-0872-9-F3a-0,10.1186_s11671-015-0872-9,3,a,series: XRD profile,figure 3 caption + body mentions in document.md,,,,record kind unresolved_experiment_record not classifiable from local evidence,,heuristic,uncertain,unknown,10.1186_s11671-015-0872-9::F3::a::XRD profile,113,unresolved_experiment_record|experimental,unresolved_experiment_record
10.3762_bjnano.14.89-4a-S1-P005,10.3762_bjnano.14.89,4,a,,figure 4 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.3762_bjnano.14.89::F4::a::0,114,condition_axis|experimental,series_member_experiment
10.3762_bjnano.14.89-7a-S4-P008,10.3762_bjnano.14.89,7,a,,figure 7 caption + body mentions in document.md,,,undetermined,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,heuristic,uncertain,unknown,10.3762_bjnano.14.89::F7::a::0,115,condition_axis|experimental,series_member_experiment
10.3762_bjnano.14.89-F10b-19,10.3762_bjnano.14.89,10,b,deposition temperature: 500 °C,figure 10 caption + body mentions in document.md,,,,record kind unresolved_experiment_record not classifiable from local evidence,,heuristic,uncertain,unknown,10.3762_bjnano.14.89::F10::b::500 °C,116,unresolved_experiment_record|experimental,unresolved_experiment_record
10.3762_bjnano.14.89-F8a-14,10.3762_bjnano.14.89,8,a,growth temperature: 225 °C,figure 8 caption + body mentions in document.md,,,,record kind unresolved_experiment_record not classifiable from local evidence,,heuristic,uncertain,unknown,10.3762_bjnano.14.89::F8::a::225 °C,117,unresolved_experiment_record|experimental,unresolved_experiment_record
10.3762_bjnano.5.25-F3c-4,10.3762_bjnano.5.25,3,c,exposure time: 10ms,figure 3 caption + body mentions in document.md,,simulation while using the parameters defined in Table 1,model_output,pipeline flags relevance=model / is_model_result,,caption_inferred,no,simulation_run_or_profile,10.3762_bjnano.5.25::F3::c::10ms,118,coordinate_axis|model,profile_experiment
10.3762_bjnano.5.25-F5b-33,10.3762_bjnano.5.25,5,b,cycle_number: 100 cycles,figure 5 caption + body mentions in document.md,,simulation,model_output,pipeline flags relevance=model / is_model_result,,caption_inferred,no,simulation_run_or_profile,10.3762_bjnano.5.25::F5::b::100 cycles,119,coordinate_axis|model,profile_experiment
10.3762_bjnano.5.25-F6b-34,10.3762_bjnano.5.25,6,b,number of cycles: 400 cycles,figure 6 caption + body mentions in document.md,,,one_continuous_run,"spatial profile of one coated structure, kept as one record",,metadata_inferred,yes,experimental_profile,10.3762_bjnano.5.25::F6::b::400 cycles,120,coordinate_axis|experimental,profile_experiment
